name	description	sourcemtoverride	samplemtoverride	run_prefix_prep	region	title	host_common_name	host_subject_id	body_site	body_product	body_habitat	sample_type	Site	BodyType	Days post-infection	Treatment	Group	Cage ID	Exp_Cage ID	Lesion score	Thickness	Cured	No. Treatment	Lesion Size	Lesion Duration	ExtractionDate	DTH	host_sex	env_feature
110447				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	15	Left external ear	UBERON:skin	Sebum	Skin swab	Lesion		14	Isotype control antibody		2	3	1	1.3								ENVO:animal-associated habitat
110448				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	16	Right external ear	UBERON:skin	Sebum	Skin swab	Non-lesion (contralateral skin)		14	Isotype control antibody		2	3	0	0.2								ENVO:animal-associated habitat
110449				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	17	Left external ear	UBERON:skin	Sebum	Skin swab	Lesion		14	Isotype control antibody		2	4	1	1								ENVO:animal-associated habitat
110450				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	18	Right external ear	UBERON:skin	Sebum	Skin swab	Non-lesion (contralateral skin)		14	Isotype control antibody		2	4	0	0.2								ENVO:animal-associated habitat
110451				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	19	Left external ear	UBERON:skin	Sebum	Skin swab	Lesion		14	Isotype control antibody		2	5	1	0.6								ENVO:animal-associated habitat
110452				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	20	Right external ear	UBERON:skin	Sebum	Skin swab	Non-lesion (contralateral skin)		14	Isotype control antibody		2	5	0	0.2								ENVO:animal-associated habitat
110453				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	21	Left external ear	UBERON:skin	Sebum	Skin swab	Lesion		14	anti-IL12 mAb		3	1	4	1.5								ENVO:animal-associated habitat
110454				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	22	Right external ear	UBERON:skin	Sebum	Skin swab	Non-lesion (contralateral skin)		14	anti-IL12 mAb		3	1	0	0.2								ENVO:animal-associated habitat
110455				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	23	Left external ear	UBERON:skin	Sebum	Skin swab	Lesion		14	anti-IL12 mAb		3	2	3	1.9								ENVO:animal-associated habitat
110456				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	24	Right external ear	UBERON:skin	Sebum	Skin swab	Non-lesion (contralateral skin)		14	anti-IL12 mAb		3	2	0	0.2								ENVO:animal-associated habitat
110457				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	25	Left external ear	UBERON:skin	Sebum	Skin swab	Lesion		14	anti-IL12 mAb		3	3	3	1.6								ENVO:animal-associated habitat
110458				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	26	Right external ear	UBERON:skin	Sebum	Skin swab	Non-lesion (contralateral skin)		14	anti-IL12 mAb		3	3	0	0.2								ENVO:animal-associated habitat
110459				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	27	Left external ear	UBERON:skin	Sebum	Skin swab	Lesion		14	anti-IL12 mAb		3	4	1	1.5								ENVO:animal-associated habitat
110460				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	28	Right external ear	UBERON:skin	Sebum	Skin swab	Non-lesion (contralateral skin)		14	anti-IL12 mAb		3	4	0	0.2								ENVO:animal-associated habitat
110461				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	29	Left external ear	UBERON:skin	Sebum	Skin swab	Lesion		14	anti-IL12 mAb		3	5	1	2								ENVO:animal-associated habitat
110462				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	30	Right external ear	UBERON:skin	Sebum	Skin swab	Non-lesion (contralateral skin)		14	anti-IL12 mAb		3	5	0	0.2								ENVO:animal-associated habitat
110463				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	31	Left external ear	UBERON:skin	Sebum	Skin swab	Lesion		14	anti-IL12 mAb		4	1	1	1.6								ENVO:animal-associated habitat
110464				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	32	Right external ear	UBERON:skin	Sebum	Skin swab	Non-lesion (contralateral skin)		14	anti-IL12 mAb		4	1	0	0.2								ENVO:animal-associated habitat
110465				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	33	Left external ear	UBERON:skin	Sebum	Skin swab	Lesion		14	anti-IL12 mAb		4	2	3	2								ENVO:animal-associated habitat
110466				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	34	Right external ear	UBERON:skin	Sebum	Skin swab	Non-lesion (contralateral skin)		14	anti-IL12 mAb		4	2	0	0.2								ENVO:animal-associated habitat
110467				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	35	Left external ear	UBERON:skin	Sebum	Skin swab	Lesion		14	anti-IL12 mAb		4	3	3	1.9								ENVO:animal-associated habitat
110468				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	36	Right external ear	UBERON:skin	Sebum	Skin swab	Non-lesion (contralateral skin)		14	anti-IL12 mAb		4	3	0	0.2								ENVO:animal-associated habitat
110469				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	37	Left external ear	UBERON:skin	Sebum	Skin swab	Lesion		14	anti-IL12 mAb		4	4	3	2.9								ENVO:animal-associated habitat
110470				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	38	Right external ear	UBERON:skin	Sebum	Skin swab	Non-lesion (contralateral skin)		14	anti-IL12 mAb		4	4	0	0.2								ENVO:animal-associated habitat
110471				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	39	Left external ear	UBERON:skin	Sebum	Skin swab	Lesion		14	anti-IL12 mAb		4	5	3	2.5								ENVO:animal-associated habitat
110472				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	40	Right external ear	UBERON:skin	Sebum	Skin swab	Non-lesion (contralateral skin)		14	anti-IL12 mAb		4	5	0	0.2								ENVO:animal-associated habitat
110473				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	41	Left external ear	UBERON:skin	Sebum	Skin swab	Lesion		14	anti-IL10 mAb		5	1	3	1								ENVO:animal-associated habitat
110474				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	42	Right external ear	UBERON:skin	Sebum	Skin swab	Non-lesion (contralateral skin)		14	anti-IL10 mAb		5	1	0	0.2								ENVO:animal-associated habitat
110475				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	43	Left external ear	UBERON:skin	Sebum	Skin swab	Lesion		14	anti-IL10 mAb		5	2	3	1.1								ENVO:animal-associated habitat
110476				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	44	Right external ear	UBERON:skin	Sebum	Skin swab	Non-lesion (contralateral skin)		14	anti-IL10 mAb		5	2	0	0.2								ENVO:animal-associated habitat
110477				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	45	Left external ear	UBERON:skin	Sebum	Skin swab	Lesion		14	anti-IL10 mAb		5	3	3	1								ENVO:animal-associated habitat
110478				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	46	Right external ear	UBERON:skin	Sebum	Skin swab	Non-lesion (contralateral skin)		14	anti-IL10 mAb		5	3	0	0.2								ENVO:animal-associated habitat
110479				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	47	Left external ear	UBERON:skin	Sebum	Skin swab	Lesion		14	anti-IL10 mAb		5	4	2	1								ENVO:animal-associated habitat
110480				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	48	Right external ear	UBERON:skin	Sebum	Skin swab	Non-lesion (contralateral skin)		14	anti-IL10 mAb		5	4	0	0.2								ENVO:animal-associated habitat
110481				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	49	Left external ear	UBERON:skin	Sebum	Skin swab	Lesion		14	anti-IL10 mAb		5	5	2	1.1								ENVO:animal-associated habitat
110482				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	50	Right external ear	UBERON:skin	Sebum	Skin swab	Non-lesion (contralateral skin)		14	anti-IL10 mAb		5	5	0	0.2								ENVO:animal-associated habitat
110483				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	51	Left external ear	UBERON:skin	Sebum	Skin swab	Lesion		14	anti-IL10 mAb		6	1	3	1.1								ENVO:animal-associated habitat
110484				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	52	Right external ear	UBERON:skin	Sebum	Skin swab	Non-lesion (contralateral skin)		14	anti-IL10 mAb		6	1	0	0.2								ENVO:animal-associated habitat
110485				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	53	Left external ear	UBERON:skin	Sebum	Skin swab	Lesion		14	anti-IL10 mAb		6	2	3	1								ENVO:animal-associated habitat
110486				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	54	Right external ear	UBERON:skin	Sebum	Skin swab	Non-lesion (contralateral skin)		14	anti-IL10 mAb		6	2	0	0.2								ENVO:animal-associated habitat
110487				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	55	Left external ear	UBERON:skin	Sebum	Skin swab	Lesion		14	anti-IL10 mAb		6	3	1	0.7								ENVO:animal-associated habitat
110488				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	56	Right external ear	UBERON:skin	Sebum	Skin swab	Non-lesion (contralateral skin)		14	anti-IL10 mAb		6	3	0	0.2								ENVO:animal-associated habitat
110489				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	57	Left external ear	UBERON:skin	Sebum	Skin swab	Lesion		14	anti-IL10 mAb		6	4	2	1.3								ENVO:animal-associated habitat
110490				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	58	Right external ear	UBERON:skin	Sebum	Skin swab	Non-lesion (contralateral skin)		14	anti-IL10 mAb		6	4	0	0.2								ENVO:animal-associated habitat
110491				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	59	Left external ear	UBERON:skin	Sebum	Skin swab	Lesion		14	anti-IL10 mAb		6	5	3	1.1								ENVO:animal-associated habitat
110492				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	60	Right external ear	UBERON:skin	Sebum	Skin swab	Non-lesion (contralateral skin)		14	anti-IL10 mAb		6	5	0	0.2								ENVO:animal-associated habitat
110493				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	61	External ear	UBERON:skin	Sebum	Skin swab			14	Negative Control													ENVO:animal-associated habitat
110494				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	1	Left external ear	UBERON:skin	Sebum	Skin swab	Lesion		28	Isotype control antibody		1	1	4	0.9								ENVO:animal-associated habitat
110495				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	2	Right external ear	UBERON:skin	Sebum	Skin swab	Non-lesion (contralateral skin)		28	Isotype control antibody		1	1	0	0.2								ENVO:animal-associated habitat
110496				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	3	Left external ear	UBERON:skin	Sebum	Skin swab	Lesion		28	Isotype control antibody		1	2	1	1								ENVO:animal-associated habitat
110497				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	4	Right external ear	UBERON:skin	Sebum	Skin swab	Non-lesion (contralateral skin)		28	Isotype control antibody		1	2	0	0.2								ENVO:animal-associated habitat
110498				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	5	Left external ear	UBERON:skin	Sebum	Skin swab	Lesion		28	Isotype control antibody		1	3	1	0.6								ENVO:animal-associated habitat
110499				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	6	Right external ear	UBERON:skin	Sebum	Skin swab	Non-lesion (contralateral skin)		28	Isotype control antibody		1	3	0	0.2								ENVO:animal-associated habitat
110500				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	7	Left external ear	UBERON:skin	Sebum	Skin swab	Lesion		28	Isotype control antibody		1	4	2	1.4								ENVO:animal-associated habitat
110501				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	8	Right external ear	UBERON:skin	Sebum	Skin swab	Non-lesion (contralateral skin)		28	Isotype control antibody		1	4	0	0.2								ENVO:animal-associated habitat
110502				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	9	Left external ear	UBERON:skin	Sebum	Skin swab	Lesion		28	Isotype control antibody		1	5	2	0.4								ENVO:animal-associated habitat
110503				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	10	Right external ear	UBERON:skin	Sebum	Skin swab	Non-lesion (contralateral skin)		28	Isotype control antibody		1	5	0	0.2								ENVO:animal-associated habitat
110504				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	11	Left external ear	UBERON:skin	Sebum	Skin swab	Lesion		28	Isotype control antibody		2	1	2	1.2								ENVO:animal-associated habitat
110505				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	12	Right external ear	UBERON:skin	Sebum	Skin swab	Non-lesion (contralateral skin)		28	Isotype control antibody		2	1	0	0.2								ENVO:animal-associated habitat
110506				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	13	Left external ear	UBERON:skin	Sebum	Skin swab	Lesion		28	Isotype control antibody		2	2	2	0.8								ENVO:animal-associated habitat
110507				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	14	Right external ear	UBERON:skin	Sebum	Skin swab	Non-lesion (contralateral skin)		28	Isotype control antibody		2	2	0	0.2								ENVO:animal-associated habitat
110508				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	15	Left external ear	UBERON:skin	Sebum	Skin swab	Lesion		28	Isotype control antibody		2	3	2	1.5								ENVO:animal-associated habitat
110509				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	16	Right external ear	UBERON:skin	Sebum	Skin swab	Non-lesion (contralateral skin)		28	Isotype control antibody		2	3	0	0.2								ENVO:animal-associated habitat
110510				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	17	Left external ear	UBERON:skin	Sebum	Skin swab	Lesion		28	Isotype control antibody		2	4	1	1.1								ENVO:animal-associated habitat
110511				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	18	Right external ear	UBERON:skin	Sebum	Skin swab	Non-lesion (contralateral skin)		28	Isotype control antibody		2	4	0	0.2								ENVO:animal-associated habitat
110512				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	19	Left external ear	UBERON:skin	Sebum	Skin swab	Lesion		28	Isotype control antibody		2	5	1	0.6								ENVO:animal-associated habitat
110513				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	20	Right external ear	UBERON:skin	Sebum	Skin swab	Non-lesion (contralateral skin)		28	Isotype control antibody		2	5	0	0.2								ENVO:animal-associated habitat
110514				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	21	Left external ear	UBERON:skin	Sebum	Skin swab	Lesion		28	anti-IL12 mAb		3	1	5	2								ENVO:animal-associated habitat
110515				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	22	Right external ear	UBERON:skin	Sebum	Skin swab	Non-lesion (contralateral skin)		28	anti-IL12 mAb		3	1	0	0.2								ENVO:animal-associated habitat
110516				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	23	Left external ear	UBERON:skin	Sebum	Skin swab	Lesion		28	anti-IL12 mAb		3	2	4	1.6								ENVO:animal-associated habitat
110517				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	24	Right external ear	UBERON:skin	Sebum	Skin swab	Non-lesion (contralateral skin)		28	anti-IL12 mAb		3	2	0	0.2								ENVO:animal-associated habitat
110518				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	25	Left external ear	UBERON:skin	Sebum	Skin swab	Lesion		28	anti-IL12 mAb		3	3	4	2.4								ENVO:animal-associated habitat
110519				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	26	Right external ear	UBERON:skin	Sebum	Skin swab	Non-lesion (contralateral skin)		28	anti-IL12 mAb		3	3	0	0.2								ENVO:animal-associated habitat
110520				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	27	Left external ear	UBERON:skin	Sebum	Skin swab	Lesion		28	anti-IL12 mAb		3	4	3	1.4								ENVO:animal-associated habitat
110521				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	28	Right external ear	UBERON:skin	Sebum	Skin swab	Non-lesion (contralateral skin)		28	anti-IL12 mAb		3	4	0	0.2								ENVO:animal-associated habitat
110522				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	29	Left external ear	UBERON:skin	Sebum	Skin swab	Lesion		28	anti-IL12 mAb		3	5	3	0.9								ENVO:animal-associated habitat
110523				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	30	Right external ear	UBERON:skin	Sebum	Skin swab	Non-lesion (contralateral skin)		28	anti-IL12 mAb		3	5	0	0.2								ENVO:animal-associated habitat
110524				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	31	Left external ear	UBERON:skin	Sebum	Skin swab	Lesion		28	anti-IL12 mAb		4	1	3	2								ENVO:animal-associated habitat
110525				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	32	Right external ear	UBERON:skin	Sebum	Skin swab	Non-lesion (contralateral skin)		28	anti-IL12 mAb		4	1	0	0.2								ENVO:animal-associated habitat
110526				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	33	Left external ear	UBERON:skin	Sebum	Skin swab	Lesion		28	anti-IL12 mAb		4	2	4	1.8								ENVO:animal-associated habitat
110527				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	34	Right external ear	UBERON:skin	Sebum	Skin swab	Non-lesion (contralateral skin)		28	anti-IL12 mAb		4	2	0	0.2								ENVO:animal-associated habitat
110528				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	35	Left external ear	UBERON:skin	Sebum	Skin swab	Lesion		28	anti-IL12 mAb		4	3	3	2								ENVO:animal-associated habitat
110529				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	36	Right external ear	UBERON:skin	Sebum	Skin swab	Non-lesion (contralateral skin)		28	anti-IL12 mAb		4	3	0	0.2								ENVO:animal-associated habitat
110530				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	37	Left external ear	UBERON:skin	Sebum	Skin swab	Lesion		28	anti-IL12 mAb		4	4	4	1.8								ENVO:animal-associated habitat
110531				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	38	Right external ear	UBERON:skin	Sebum	Skin swab	Non-lesion (contralateral skin)		28	anti-IL12 mAb		4	4	0	0.2								ENVO:animal-associated habitat
110532				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	39	Left external ear	UBERON:skin	Sebum	Skin swab	Lesion		28	anti-IL12 mAb		4	5	4	3.3								ENVO:animal-associated habitat
110533				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	40	Right external ear	UBERON:skin	Sebum	Skin swab	Non-lesion (contralateral skin)		28	anti-IL12 mAb		4	5	0	0.2								ENVO:animal-associated habitat
110534				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	41	Left external ear	UBERON:skin	Sebum	Skin swab	Lesion		28	anti-IL10 mAb		5	1	2	1.2								ENVO:animal-associated habitat
110535				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	42	Right external ear	UBERON:skin	Sebum	Skin swab	Non-lesion (contralateral skin)		28	anti-IL10 mAb		5	1	0	0.2								ENVO:animal-associated habitat
110536				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	43	Left external ear	UBERON:skin	Sebum	Skin swab	Lesion		28	anti-IL10 mAb		5	2	2	0.9								ENVO:animal-associated habitat
110537				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	44	Right external ear	UBERON:skin	Sebum	Skin swab	Non-lesion (contralateral skin)		28	anti-IL10 mAb		5	2	0	0.2								ENVO:animal-associated habitat
110538				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	45	Left external ear	UBERON:skin	Sebum	Skin swab	Lesion		28	anti-IL10 mAb		5	3	2	0.9								ENVO:animal-associated habitat
110539				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	46	Right external ear	UBERON:skin	Sebum	Skin swab	Non-lesion (contralateral skin)		28	anti-IL10 mAb		5	3	0	0.2								ENVO:animal-associated habitat
110540				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	47	Left external ear	UBERON:skin	Sebum	Skin swab	Lesion		28	anti-IL10 mAb		5	4	2	0.9								ENVO:animal-associated habitat
110541				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	48	Right external ear	UBERON:skin	Sebum	Skin swab	Non-lesion (contralateral skin)		28	anti-IL10 mAb		5	4	0	0.2								ENVO:animal-associated habitat
110542				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	49	Left external ear	UBERON:skin	Sebum	Skin swab	Lesion		28	anti-IL10 mAb		5	5	2	1								ENVO:animal-associated habitat
110543				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	50	Right external ear	UBERON:skin	Sebum	Skin swab	Non-lesion (contralateral skin)		28	anti-IL10 mAb		5	5	0	0.2								ENVO:animal-associated habitat
110544				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	51	Left external ear	UBERON:skin	Sebum	Skin swab	Lesion		28	anti-IL10 mAb		6	1	3	0.9								ENVO:animal-associated habitat
110545				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	52	Right external ear	UBERON:skin	Sebum	Skin swab	Non-lesion (contralateral skin)		28	anti-IL10 mAb		6	1	0	0.2								ENVO:animal-associated habitat
110546				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	53	Left external ear	UBERON:skin	Sebum	Skin swab	Lesion		28	anti-IL10 mAb		6	2	3	1								ENVO:animal-associated habitat
110547				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	54	Right external ear	UBERON:skin	Sebum	Skin swab	Non-lesion (contralateral skin)		28	anti-IL10 mAb		6	2	0	0.2								ENVO:animal-associated habitat
110548				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	55	Left external ear	UBERON:skin	Sebum	Skin swab	Lesion		28	anti-IL10 mAb		6	3	3	0.8								ENVO:animal-associated habitat
110549				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	56	Right external ear	UBERON:skin	Sebum	Skin swab	Non-lesion (contralateral skin)		28	anti-IL10 mAb		6	3	0	0.2								ENVO:animal-associated habitat
110550				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	57	Left external ear	UBERON:skin	Sebum	Skin swab	Lesion		28	anti-IL10 mAb		6	4	3	1.4								ENVO:animal-associated habitat
110551				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	58	Right external ear	UBERON:skin	Sebum	Skin swab	Non-lesion (contralateral skin)		28	anti-IL10 mAb		6	4	0	0.2								ENVO:animal-associated habitat
110552				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	59	Left external ear	UBERON:skin	Sebum	Skin swab	Lesion		28	anti-IL10 mAb		6	5	3	1.3								ENVO:animal-associated habitat
110553				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	60	Right external ear	UBERON:skin	Sebum	Skin swab	Non-lesion (contralateral skin)		28	anti-IL10 mAb		6	5	0	0.2								ENVO:animal-associated habitat
110554				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	61	External ear	UBERON:skin	Sebum	Skin swab			28	Negative Control													ENVO:animal-associated habitat
110555				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	1	Left external ear	UBERON:skin	Sebum	Skin swab	Lesion		42	Isotype control antibody		1	1	4	0.6								ENVO:animal-associated habitat
110556				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	2	Right external ear	UBERON:skin	Sebum	Skin swab	Non-lesion (contralateral skin)		42	Isotype control antibody		1	1	0	0.2								ENVO:animal-associated habitat
110557				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	3	Left external ear	UBERON:skin	Sebum	Skin swab	Lesion		42	Isotype control antibody		1	2	1	0.7								ENVO:animal-associated habitat
110558				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	4	Right external ear	UBERON:skin	Sebum	Skin swab	Non-lesion (contralateral skin)		42	Isotype control antibody		1	2	0	0.2								ENVO:animal-associated habitat
110559				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	5	Left external ear	UBERON:skin	Sebum	Skin swab	Lesion		42	Isotype control antibody		1	3	1	0.4								ENVO:animal-associated habitat
110560				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	6	Right external ear	UBERON:skin	Sebum	Skin swab	Non-lesion (contralateral skin)		42	Isotype control antibody		1	3	0	0.2								ENVO:animal-associated habitat
110561				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	7	Left external ear	UBERON:skin	Sebum	Skin swab	Lesion		42	Isotype control antibody		1	4	4	0.8								ENVO:animal-associated habitat
110562				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	8	Right external ear	UBERON:skin	Sebum	Skin swab	Non-lesion (contralateral skin)		42	Isotype control antibody		1	4	0	0.2								ENVO:animal-associated habitat
110563				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	9	Left external ear	UBERON:skin	Sebum	Skin swab	Lesion		42	Isotype control antibody		1	5	2	0.4								ENVO:animal-associated habitat
110564				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	10	Right external ear	UBERON:skin	Sebum	Skin swab	Non-lesion (contralateral skin)		42	Isotype control antibody		1	5	0	0.2								ENVO:animal-associated habitat
110565				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	11	Left external ear	UBERON:skin	Sebum	Skin swab	Lesion		42	Isotype control antibody		2	1	4	0.6								ENVO:animal-associated habitat
110566				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	12	Right external ear	UBERON:skin	Sebum	Skin swab	Non-lesion (contralateral skin)		42	Isotype control antibody		2	1	0	0.2								ENVO:animal-associated habitat
110567				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	13	Left external ear	UBERON:skin	Sebum	Skin swab	Lesion		42	Isotype control antibody		2	2	2	0.5								ENVO:animal-associated habitat
