name	description	sourcemtoverride	samplemtoverride	body_habitat	body_product	body_site	elevation	env_biome	env_feature	env_matter	geo_loc_name	host_common_name	host_subject_id	latitude	longitude	psn	region	sample_type	sequencecenter	title
1928.SRS016162.SRX020573.SRR044279	Sample 1928.SRS016162.SRX020573.SRR044279			UBERON:oral cavity	UBERON:saliva	UBERON:palatine tonsil	97	urban biome	host-associated habitat		USA	human	700024819	38.98	-77.11	700024819	V3-V5	Oral swab	WUGSC	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS016164.SRX020573.SRR044280	Sample 1928.SRS016164.SRX020573.SRR044280			UBERON:oral cavity	UBERON:saliva	UBERON:throat	97	urban biome	host-associated habitat		USA	human	700024821	38.98	-77.11	700024821	V3-V5	Oral swab	WUGSC	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS016166.SRX020573.SRR044203	Sample 1928.SRS016166.SRX020573.SRR044203			UBERON:oral cavity	UBERON:supragingival dental plaque	UBERON:tooth	97	urban biome	host-associated habitat		USA	human	700024823	38.98	-77.11	700024823	V3-V5	Oral swab	WUGSC	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS016168.SRX020573.SRR044263	Sample 1928.SRS016168.SRX020573.SRR044263			UBERON:oral cavity	UBERON:subgingival dental plaque	UBERON:tooth	97	urban biome	host-associated habitat		USA	human	700024825	38.98	-77.11	700024825	V3-V5	Oral swab	WUGSC	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS016170.SRX020547.SRR045744	Sample 1928.SRS016170.SRX020547.SRR045744			UBERON:oral cavity	UBERON:saliva	UBERON:oral cavity	97	urban biome	host-associated habitat		USA	human	700024827	38.98	-77.11	700024827	V3-V5	Oral swab	WUGSC	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS016170.SRX020557.SRR046064	Sample 1928.SRS016170.SRX020557.SRR046064			UBERON:oral cavity	UBERON:saliva	UBERON:oral cavity	97	urban biome	host-associated habitat		USA	human	700024827	38.98	-77.11	700024827	V3-V5	Oral swab	WUGSC	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS016174.SRX020565.SRR044512	Sample 1928.SRS016174.SRX020565.SRR044512			UBERON:skin	UBERON:sebum	UBERON:external ear	97	urban biome	host-associated habitat		USA	human	700024831	38.98	-77.11	700024831	V3-V5	sebum	WUGSC	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS016176.SRX020565.SRR044454	Sample 1928.SRS016176.SRX020565.SRR044454			UBERON:skin	UBERON:sebum	UBERON:external ear	97	urban biome	host-associated habitat		USA	human	700024833	38.98	-77.11	700024833	V3-V5	sebum	WUGSC	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS016182.SRX020573.SRR047416	Sample 1928.SRS016182.SRX020573.SRR047416			UBERON:skin	UBERON:sebum	UBERON:skin of nose	97	urban biome	host-associated habitat		USA	human	700024839	38.98	-77.11	700024839	V3-V5	sebum	WUGSC	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS016203.SRX020522.SRR044423	Sample 1928.SRS016203.SRX020522.SRR044423			Colon	UBERON:feces	Colon	97	urban biome	host-associated habitat		USA	human	700024866	38.98	-77.11	700024866	V3-V5	stool	WUGSC	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS016205.SRX020565.SRR044479	Sample 1928.SRS016205.SRX020565.SRR044479			UBERON:skin	UBERON:sebum	UBERON:external ear	97	urban biome	host-associated habitat		USA	human	700024868	38.98	-77.11	700024868	V3-V5	sebum	WUGSC	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS016207.SRX020565.SRR044505	Sample 1928.SRS016207.SRX020565.SRR044505			UBERON:skin	UBERON:sebum	UBERON:external ear	97	urban biome	host-associated habitat		USA	human	700024870	38.98	-77.11	700024870	V3-V5	sebum	WUGSC	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS016209.SRX020565.SRR044499	Sample 1928.SRS016209.SRX020565.SRR044499			UBERON:skin	UBERON:sebum	UBERON:skin of elbow	97	urban biome	host-associated habitat		USA	human	700024872	38.98	-77.11	700024872	V3-V5	sebum	WUGSC	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS016211.SRX020565.SRR044497	Sample 1928.SRS016211.SRX020565.SRR044497			UBERON:skin	UBERON:sebum	UBERON:skin of elbow	97	urban biome	host-associated habitat		USA	human	700024874	38.98	-77.11	700024874	V3-V5	sebum	WUGSC	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS016213.SRX020522.SRR044403	Sample 1928.SRS016213.SRX020522.SRR044403			UBERON:skin	UBERON:sebum	UBERON:skin of nose	97	urban biome	host-associated habitat		USA	human	700024876	38.98	-77.11	700024876	V3-V5	sebum	WUGSC	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS016215.SRX020522.SRR044438	Sample 1928.SRS016215.SRX020522.SRR044438			UBERON:vagina	UBERON:mucus	UBERON:vaginal introitus	97	urban biome	host-associated habitat		USA	human	700024878	38.98	-77.11	700024878	V3-V5	mucus	WUGSC	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS016217.SRX020522.SRR044377	Sample 1928.SRS016217.SRX020522.SRR044377			UBERON:vagina	UBERON:mucus	UBERON:central vagina	97	urban biome	host-associated habitat		USA	human	700024880	38.98	-77.11	700024880	V3-V5	mucus	WUGSC	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS016219.SRX020522.SRR044387	Sample 1928.SRS016219.SRX020522.SRR044387			UBERON:vagina	UBERON:mucus	UBERON:posterior fornix of vagina	97	urban biome	host-associated habitat		USA	human	700024882	38.98	-77.11	700024882	V3-V5	mucus	WUGSC	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS016221.SRX020522.SRR044443	Sample 1928.SRS016221.SRX020522.SRR044443			UBERON:oral cavity	UBERON:saliva	UBERON:oral cavity	97	urban biome	host-associated habitat		USA	human	700024884	38.98	-77.11	700024884	V3-V5	Oral swab	WUGSC	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS016225.SRX020522.SRR044381	Sample 1928.SRS016225.SRX020522.SRR044381			UBERON:oral cavity	UBERON:saliva	UBERON:tongue	97	urban biome	host-associated habitat		USA	human	700024888	38.98	-77.11	700024888	V3-V5	Oral swab	WUGSC	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS016227.SRX020522.SRR044434	Sample 1928.SRS016227.SRX020522.SRR044434			UBERON:oral cavity	UBERON:saliva	UBERON:hard palate	97	urban biome	host-associated habitat		USA	human	700024890	38.98	-77.11	700024890	V3-V5	Oral swab	WUGSC	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS016229.SRX020522.SRR044413	Sample 1928.SRS016229.SRX020522.SRR044413			UBERON:oral cavity	UBERON:saliva	UBERON:buccal mucosa	97	urban biome	host-associated habitat		USA	human	700024892	38.98	-77.11	700024892	V3-V5	Oral swab	WUGSC	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS016231.SRX020522.SRR044425	Sample 1928.SRS016231.SRX020522.SRR044425			UBERON:oral cavity	UBERON:saliva	UBERON:gingiva	97	urban biome	host-associated habitat		USA	human	700024894	38.98	-77.11	700024894	V3-V5	Oral swab	WUGSC	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS016233.SRX020522.SRR044382	Sample 1928.SRS016233.SRX020522.SRR044382			UBERON:oral cavity	UBERON:saliva	UBERON:palatine tonsil	97	urban biome	host-associated habitat		USA	human	700024896	38.98	-77.11	700024896	V3-V5	Oral swab	WUGSC	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS016235.SRX020522.SRR044429	Sample 1928.SRS016235.SRX020522.SRR044429			UBERON:oral cavity	UBERON:saliva	UBERON:throat	97	urban biome	host-associated habitat		USA	human	700024898	38.98	-77.11	700024898	V3-V5	Oral swab	WUGSC	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS016237.SRX020522.SRR044414	Sample 1928.SRS016237.SRX020522.SRR044414			UBERON:oral cavity	UBERON:supragingival dental plaque	UBERON:tooth	97	urban biome	host-associated habitat		USA	human	700024900	38.98	-77.11	700024900	V3-V5	Oral swab	WUGSC	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS016239.SRX020522.SRR044440	Sample 1928.SRS016239.SRX020522.SRR044440			UBERON:oral cavity	UBERON:subgingival dental plaque	UBERON:tooth	97	urban biome	host-associated habitat		USA	human	700024902	38.98	-77.11	700024902	V3-V5	Oral swab	WUGSC	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS016257.SRX020565.SRR044506	Sample 1928.SRS016257.SRX020565.SRR044506			UBERON:skin	UBERON:sebum	UBERON:external ear	97	urban biome	host-associated habitat		USA	human	700024920	38.98	-77.11	700024920	V3-V5	sebum	WUGSC	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS016259.SRX020565.SRR044509	Sample 1928.SRS016259.SRX020565.SRR044509			UBERON:skin	UBERON:sebum	UBERON:external ear	97	urban biome	host-associated habitat		USA	human	700024922	38.98	-77.11	700024922	V3-V5	sebum	WUGSC	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS016261.SRX020565.SRR044809	Sample 1928.SRS016261.SRX020565.SRR044809			UBERON:skin	UBERON:sebum	UBERON:skin of elbow	97	urban biome	host-associated habitat		USA	human	700024924	38.98	-77.11	700024924	V3-V5	sebum	WUGSC	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS016263.SRX020565.SRR044461	Sample 1928.SRS016263.SRX020565.SRR044461			UBERON:skin	UBERON:sebum	UBERON:skin of elbow	97	urban biome	host-associated habitat		USA	human	700024926	38.98	-77.11	700024926	V3-V5	sebum	WUGSC	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS016265.SRX020535.SRR044110	Sample 1928.SRS016265.SRX020535.SRR044110			UBERON:skin	UBERON:sebum	UBERON:skin of nose	97	urban biome	host-associated habitat		USA	human	700024928	38.98	-77.11	700024928	V3-V5	sebum	WUGSC	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS016267.SRX020535.SRR044091	Sample 1928.SRS016267.SRX020535.SRR044091			Colon	UBERON:feces	Colon	97	urban biome	host-associated habitat		USA	human	700024930	38.98	-77.11	700024930	V3-V5	stool	WUGSC	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS016269.SRX020535.SRR043982	Sample 1928.SRS016269.SRX020535.SRR043982			UBERON:oral cavity	UBERON:saliva	UBERON:tongue	97	urban biome	host-associated habitat		USA	human	700024932	38.98	-77.11	700024932	V3-V5	Oral swab	WUGSC	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS016271.SRX020535.SRR044017	Sample 1928.SRS016271.SRX020535.SRR044017			UBERON:oral cavity	UBERON:saliva	UBERON:hard palate	97	urban biome	host-associated habitat		USA	human	700024934	38.98	-77.11	700024934	V3-V5	Oral swab	WUGSC	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS016273.SRX020535.SRR044097	Sample 1928.SRS016273.SRX020535.SRR044097			UBERON:oral cavity	UBERON:saliva	UBERON:buccal mucosa	97	urban biome	host-associated habitat		USA	human	700024936	38.98	-77.11	700024936	V3-V5	Oral swab	WUGSC	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS016275.SRX020535.SRR044008	Sample 1928.SRS016275.SRX020535.SRR044008			UBERON:oral cavity	UBERON:saliva	UBERON:gingiva	97	urban biome	host-associated habitat		USA	human	700024938	38.98	-77.11	700024938	V3-V5	Oral swab	WUGSC	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS016277.SRX020535.SRR044108	Sample 1928.SRS016277.SRX020535.SRR044108			UBERON:oral cavity	UBERON:saliva	UBERON:palatine tonsil	97	urban biome	host-associated habitat		USA	human	700024940	38.98	-77.11	700024940	V3-V5	Oral swab	WUGSC	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS016279.SRX020535.SRR043977	Sample 1928.SRS016279.SRX020535.SRR043977			UBERON:oral cavity	UBERON:saliva	UBERON:throat	97	urban biome	host-associated habitat		USA	human	700024942	38.98	-77.11	700024942	V3-V5	Oral swab	WUGSC	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS016281.SRX020535.SRR043991	Sample 1928.SRS016281.SRX020535.SRR043991			UBERON:oral cavity	UBERON:supragingival dental plaque	UBERON:tooth	97	urban biome	host-associated habitat		USA	human	700024944	38.98	-77.11	700024944	V3-V5	Oral swab	WUGSC	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS016283.SRX020535.SRR044114	Sample 1928.SRS016283.SRX020535.SRR044114			UBERON:oral cavity	UBERON:subgingival dental plaque	UBERON:tooth	97	urban biome	host-associated habitat		USA	human	700024946	38.98	-77.11	700024946	V3-V5	Oral swab	WUGSC	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS016285.SRX020535.SRR043984	Sample 1928.SRS016285.SRX020535.SRR043984			UBERON:oral cavity	UBERON:saliva	UBERON:oral cavity	97	urban biome	host-associated habitat		USA	human	700024948	38.98	-77.11	700024948	V3-V5	Oral swab	WUGSC	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS016305.SRX020565.SRR044465	Sample 1928.SRS016305.SRX020565.SRR044465			UBERON:skin	UBERON:sebum	UBERON:external ear	97	urban biome	host-associated habitat		USA	human	700024968	38.98	-77.11	700024968	V3-V5	sebum	WUGSC	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS016307.SRX020565.SRR047440	Sample 1928.SRS016307.SRX020565.SRR047440			UBERON:skin	UBERON:sebum	UBERON:external ear	97	urban biome	host-associated habitat		USA	human	700024970	38.98	-77.11	700024970	V3-V5	sebum	WUGSC	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS016309.SRX020565.SRR044470	Sample 1928.SRS016309.SRX020565.SRR044470			UBERON:skin	UBERON:sebum	UBERON:skin of elbow	97	urban biome	host-associated habitat		USA	human	700024972	38.98	-77.11	700024972	V3-V5	sebum	WUGSC	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS016311.SRX020565.SRR044468	Sample 1928.SRS016311.SRX020565.SRR044468			UBERON:skin	UBERON:sebum	UBERON:skin of elbow	97	urban biome	host-associated habitat		USA	human	700024974	38.98	-77.11	700024974	V3-V5	sebum	WUGSC	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS016313.SRX020522.SRR044436	Sample 1928.SRS016313.SRX020522.SRR044436			UBERON:skin	UBERON:sebum	UBERON:skin of nose	97	urban biome	host-associated habitat		USA	human	700024976	38.98	-77.11	700024976	V3-V5	sebum	WUGSC	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS016319.SRX020522.SRR044435	Sample 1928.SRS016319.SRX020522.SRR044435			UBERON:oral cavity	UBERON:saliva	UBERON:tongue	97	urban biome	host-associated habitat		USA	human	700024982	38.98	-77.11	700024982	V3-V5	Oral swab	WUGSC	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS016321.SRX020522.SRR044430	Sample 1928.SRS016321.SRX020522.SRR044430			UBERON:oral cavity	UBERON:saliva	UBERON:hard palate	97	urban biome	host-associated habitat		USA	human	700024984	38.98	-77.11	700024984	V3-V5	Oral swab	WUGSC	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS016323.SRX020522.SRR044419	Sample 1928.SRS016323.SRX020522.SRR044419			UBERON:oral cavity	UBERON:saliva	UBERON:buccal mucosa	97	urban biome	host-associated habitat		USA	human	700024986	38.98	-77.11	700024986	V3-V5	Oral swab	WUGSC	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS016325.SRX020522.SRR044445	Sample 1928.SRS016325.SRX020522.SRR044445			UBERON:oral cavity	UBERON:saliva	UBERON:gingiva	97	urban biome	host-associated habitat		USA	human	700024988	38.98	-77.11	700024988	V3-V5	Oral swab	WUGSC	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS016327.SRX020522.SRR044448	Sample 1928.SRS016327.SRX020522.SRR044448			UBERON:oral cavity	UBERON:saliva	UBERON:palatine tonsil	97	urban biome	host-associated habitat		USA	human	700024990	38.98	-77.11	700024990	V3-V5	Oral swab	WUGSC	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS016329.SRX020522.SRR047435	Sample 1928.SRS016329.SRX020522.SRR047435			UBERON:oral cavity	UBERON:saliva	UBERON:throat	97	urban biome	host-associated habitat		USA	human	700024992	38.98	-77.11	700024992	V3-V5	Oral swab	WUGSC	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS016331.SRX020522.SRR044384	Sample 1928.SRS016331.SRX020522.SRR044384			UBERON:oral cavity	UBERON:supragingival dental plaque	UBERON:tooth	97	urban biome	host-associated habitat		USA	human	700024994	38.98	-77.11	700024994	V3-V5	Oral swab	WUGSC	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS016333.SRX020522.SRR044405	Sample 1928.SRS016333.SRX020522.SRR044405			UBERON:oral cavity	UBERON:subgingival dental plaque	UBERON:tooth	97	urban biome	host-associated habitat		USA	human	700024996	38.98	-77.11	700024996	V3-V5	Oral swab	WUGSC	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS016335.SRX020522.SRR044424	Sample 1928.SRS016335.SRX020522.SRR044424			Colon	UBERON:feces	Colon	97	urban biome	host-associated habitat		USA	human	700024998	38.98	-77.11	700024998	V3-V5	stool	WUGSC	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS016337.SRX019682.SRR040983	Sample 1928.SRS016337.SRX019682.SRR040983			UBERON:oral cavity	UBERON:saliva	UBERON:oral cavity	97	urban biome	host-associated habitat		USA	human	700032001	38.98	-77.11	700032001	V5-V3	Oral swab	BI	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS016343.SRX019682.SRR040855	Sample 1928.SRS016343.SRX019682.SRR040855			UBERON:oral cavity	UBERON:saliva	UBERON:tongue	97	urban biome	host-associated habitat		USA	human	700032007	38.98	-77.11	700032007	V5-V3	Oral swab	BI	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS016346.SRX019682.SRR041001	Sample 1928.SRS016346.SRX019682.SRR041001			UBERON:oral cavity	UBERON:saliva	UBERON:hard palate	97	urban biome	host-associated habitat		USA	human	700032010	38.98	-77.11	700032010	V5-V3	Oral swab	BI	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS016349.SRX019682.SRR040949	Sample 1928.SRS016349.SRX019682.SRR040949			UBERON:oral cavity	UBERON:saliva	UBERON:buccal mucosa	97	urban biome	host-associated habitat		USA	human	700032013	38.98	-77.11	700032013	V5-V3	Oral swab	BI	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS016352.SRX019682.SRR040914	Sample 1928.SRS016352.SRX019682.SRR040914			UBERON:oral cavity	UBERON:saliva	UBERON:gingiva	97	urban biome	host-associated habitat		USA	human	700032016	38.98	-77.11	700032016	V5-V3	Oral swab	BI	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS016355.SRX019682.SRR040880	Sample 1928.SRS016355.SRX019682.SRR040880			UBERON:oral cavity	UBERON:saliva	UBERON:palatine tonsil	97	urban biome	host-associated habitat		USA	human	700032019	38.98	-77.11	700032019	V5-V3	Oral swab	BI	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS016358.SRX019682.SRR040861	Sample 1928.SRS016358.SRX019682.SRR040861			UBERON:oral cavity	UBERON:saliva	UBERON:throat	97	urban biome	host-associated habitat		USA	human	700032022	38.98	-77.11	700032022	V5-V3	Oral swab	BI	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS016361.SRX019682.SRR040911	Sample 1928.SRS016361.SRX019682.SRR040911			UBERON:oral cavity	UBERON:supragingival dental plaque	UBERON:tooth	97	urban biome	host-associated habitat		USA	human	700032025	38.98	-77.11	700032025	V5-V3	Oral swab	BI	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS016364.SRX019682.SRR040931	Sample 1928.SRS016364.SRX019682.SRR040931			UBERON:oral cavity	UBERON:subgingival dental plaque	UBERON:tooth	97	urban biome	host-associated habitat		USA	human	700032028	38.98	-77.11	700032028	V5-V3	Oral swab	BI	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS016367.SRX019682.SRR040892	Sample 1928.SRS016367.SRX019682.SRR040892			UBERON:skin	UBERON:sebum	UBERON:external ear	97	urban biome	host-associated habitat		USA	human	700032031	38.98	-77.11	700032031	V5-V3	sebum	BI	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS016367.SRX020217.SRR043035	Sample 1928.SRS016367.SRX020217.SRR043035			UBERON:skin	UBERON:sebum	UBERON:external ear	97	urban biome	host-associated habitat		USA	human	700032031	38.98	-77.11	700032031	V5-V3	sebum	BI	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS016370.SRX019682.SRR040899	Sample 1928.SRS016370.SRX019682.SRR040899			UBERON:skin	UBERON:sebum	UBERON:external ear	97	urban biome	host-associated habitat		USA	human	700032034	38.98	-77.11	700032034	V5-V3	sebum	BI	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS016373.SRX019682.SRR042823	Sample 1928.SRS016373.SRX019682.SRR042823			UBERON:skin	UBERON:sebum	UBERON:skin of elbow	97	urban biome	host-associated habitat		USA	human	700032037	38.98	-77.11	700032037	V5-V3	sebum	BI	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS016373.SRX020364.SRR043240	Sample 1928.SRS016373.SRX020364.SRR043240			UBERON:skin	UBERON:sebum	UBERON:skin of elbow	97	urban biome	host-associated habitat		USA	human	700032037	38.98	-77.11	700032037	V5-V3	sebum	BI	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS016373.SRX020366.SRR043234	Sample 1928.SRS016373.SRX020366.SRR043234			UBERON:skin	UBERON:sebum	UBERON:skin of elbow	97	urban biome	host-associated habitat		USA	human	700032037	38.98	-77.11	700032037	V5-V3	sebum	BI	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS016376.SRX019682.SRR040866	Sample 1928.SRS016376.SRX019682.SRR040866			UBERON:skin	UBERON:sebum	UBERON:skin of elbow	97	urban biome	host-associated habitat		USA	human	700032040	38.98	-77.11	700032040	V5-V3	sebum	BI	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS016376.SRX019693.SRR041669	Sample 1928.SRS016376.SRX019693.SRR041669			UBERON:skin	UBERON:sebum	UBERON:skin of elbow	97	urban biome	host-associated habitat		USA	human	700032040	38.98	-77.11	700032040	V5-V3	sebum	BI	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS016376.SRX020202.SRR042815	Sample 1928.SRS016376.SRX020202.SRR042815			UBERON:skin	UBERON:sebum	UBERON:skin of elbow	97	urban biome	host-associated habitat		USA	human	700032040	38.98	-77.11	700032040	V5-V3	sebum	BI	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS016376.SRX020205.SRR042991	Sample 1928.SRS016376.SRX020205.SRR042991			UBERON:skin	UBERON:sebum	UBERON:skin of elbow	97	urban biome	host-associated habitat		USA	human	700032040	38.98	-77.11	700032040	V5-V3	sebum	BI	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS016379.SRX019682.SRR040923	Sample 1928.SRS016379.SRX019682.SRR040923			UBERON:skin	UBERON:sebum	UBERON:skin of nose	97	urban biome	host-associated habitat		USA	human	700032043	38.98	-77.11	700032043	V5-V3	sebum	BI	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS016400.SRX019688.SRR041382	Sample 1928.SRS016400.SRX019688.SRR041382			Colon	UBERON:feces	Colon	97	urban biome	host-associated habitat		USA	human	700032087	38.98	-77.11	700032087	V5-V3	stool	BI	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS016408.SRX019688.SRR041373	Sample 1928.SRS016408.SRX019688.SRR041373			UBERON:oral cavity	UBERON:saliva	UBERON:oral cavity	97	urban biome	host-associated habitat		USA	human	700032095	38.98	-77.11	700032095	V5-V3	Oral swab	BI	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS016412.SRX019688.SRR041387	Sample 1928.SRS016412.SRX019688.SRR041387			UBERON:oral cavity	UBERON:saliva	UBERON:tongue	97	urban biome	host-associated habitat		USA	human	700032099	38.98	-77.11	700032099	V5-V3	Oral swab	BI	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS016414.SRX019688.SRR041477	Sample 1928.SRS016414.SRX019688.SRR041477			UBERON:oral cavity	UBERON:saliva	UBERON:hard palate	97	urban biome	host-associated habitat		USA	human	700032101	38.98	-77.11	700032101	V5-V3	Oral swab	BI	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS016414.SRX020196.SRR042836	Sample 1928.SRS016414.SRX020196.SRR042836			UBERON:oral cavity	UBERON:saliva	UBERON:hard palate	97	urban biome	host-associated habitat		USA	human	700032101	38.98	-77.11	700032101	V5-V3	Oral swab	BI	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS016414.SRX020197.SRR042796	Sample 1928.SRS016414.SRX020197.SRR042796			UBERON:oral cavity	UBERON:saliva	UBERON:hard palate	97	urban biome	host-associated habitat		USA	human	700032101	38.98	-77.11	700032101	V5-V3	Oral swab	BI	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS016416.SRX019688.SRR041467	Sample 1928.SRS016416.SRX019688.SRR041467			UBERON:oral cavity	UBERON:saliva	UBERON:buccal mucosa	97	urban biome	host-associated habitat		USA	human	700032103	38.98	-77.11	700032103	V5-V3	Oral swab	BI	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS016418.SRX019688.SRR041480	Sample 1928.SRS016418.SRX019688.SRR041480			UBERON:oral cavity	UBERON:saliva	UBERON:gingiva	97	urban biome	host-associated habitat		USA	human	700032105	38.98	-77.11	700032105	V5-V3	Oral swab	BI	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS016420.SRX019688.SRR041410	Sample 1928.SRS016420.SRX019688.SRR041410			UBERON:oral cavity	UBERON:saliva	UBERON:palatine tonsil	97	urban biome	host-associated habitat		USA	human	700032107	38.98	-77.11	700032107	V5-V3	Oral swab	BI	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS016422.SRX019688.SRR041460	Sample 1928.SRS016422.SRX019688.SRR041460			UBERON:oral cavity	UBERON:saliva	UBERON:throat	97	urban biome	host-associated habitat		USA	human	700032109	38.98	-77.11	700032109	V5-V3	Oral swab	BI	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS016424.SRX019688.SRR041383	Sample 1928.SRS016424.SRX019688.SRR041383			UBERON:oral cavity	UBERON:supragingival dental plaque	UBERON:tooth	97	urban biome	host-associated habitat		USA	human	700032111	38.98	-77.11	700032111	V5-V3	Oral swab	BI	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS016426.SRX019688.SRR041386	Sample 1928.SRS016426.SRX019688.SRR041386			UBERON:oral cavity	UBERON:subgingival dental plaque	UBERON:tooth	97	urban biome	host-associated habitat		USA	human	700032113	38.98	-77.11	700032113	V5-V3	Oral swab	BI	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS016428.SRX019688.SRR041428	Sample 1928.SRS016428.SRX019688.SRR041428			UBERON:skin	UBERON:sebum	UBERON:external ear	97	urban biome	host-associated habitat		USA	human	700032115	38.98	-77.11	700032115	V5-V3	sebum	BI	"Structure, function and diversity of the healthy human microbiome (V35)"
