name	description	sourcemtoverride	samplemtoverride	body_habitat	body_product	body_site	elevation	env_biome	env_feature	env_matter	geo_loc_name	host_common_name	host_subject_id	latitude	longitude	psn	region	sample_type	sequencecenter	title
1928.SRS024339.SRX019695.SRR041956	Sample 1928.SRS024339.SRX019695.SRR041956			UBERON:oral cavity	UBERON:saliva	UBERON:oral cavity	97	urban biome	host-associated habitat		USA	human	700101374	38.98	-77.11	700101374	V5-V3	Oral swab	BI	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS024343.SRX019684.SRR041059	Sample 1928.SRS024343.SRX019684.SRR041059			UBERON:oral cavity	UBERON:saliva	UBERON:tongue	97	urban biome	host-associated habitat		USA	human	700101378	38.98	-77.11	700101378	V5-V3	Oral swab	BI	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS024343.SRX019695.SRR041829	Sample 1928.SRS024343.SRX019695.SRR041829			UBERON:oral cavity	UBERON:saliva	UBERON:tongue	97	urban biome	host-associated habitat		USA	human	700101378	38.98	-77.11	700101378	V5-V3	Oral swab	BI	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS024345.SRX019684.SRR041149	Sample 1928.SRS024345.SRX019684.SRR041149			UBERON:oral cavity	UBERON:saliva	UBERON:hard palate	97	urban biome	host-associated habitat		USA	human	700101380	38.98	-77.11	700101380	V5-V3	Oral swab	BI	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS024345.SRX019695.SRR041749	Sample 1928.SRS024345.SRX019695.SRR041749			UBERON:oral cavity	UBERON:saliva	UBERON:hard palate	97	urban biome	host-associated habitat		USA	human	700101380	38.98	-77.11	700101380	V5-V3	Oral swab	BI	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS024347.SRX019684.SRR041095	Sample 1928.SRS024347.SRX019684.SRR041095			UBERON:oral cavity	UBERON:saliva	UBERON:buccal mucosa	97	urban biome	host-associated habitat		USA	human	700101382	38.98	-77.11	700101382	V5-V3	Oral swab	BI	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS024347.SRX019695.SRR041835	Sample 1928.SRS024347.SRX019695.SRR041835			UBERON:oral cavity	UBERON:saliva	UBERON:buccal mucosa	97	urban biome	host-associated habitat		USA	human	700101382	38.98	-77.11	700101382	V5-V3	Oral swab	BI	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS024349.SRX019684.SRR041081	Sample 1928.SRS024349.SRX019684.SRR041081			UBERON:oral cavity	UBERON:saliva	UBERON:gingiva	97	urban biome	host-associated habitat		USA	human	700101384	38.98	-77.11	700101384	V5-V3	Oral swab	BI	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS024349.SRX019695.SRR041923	Sample 1928.SRS024349.SRX019695.SRR041923			UBERON:oral cavity	UBERON:saliva	UBERON:gingiva	97	urban biome	host-associated habitat		USA	human	700101384	38.98	-77.11	700101384	V5-V3	Oral swab	BI	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS024351.SRX019684.SRR041009	Sample 1928.SRS024351.SRX019684.SRR041009			UBERON:oral cavity	UBERON:saliva	UBERON:palatine tonsil	97	urban biome	host-associated habitat		USA	human	700101386	38.98	-77.11	700101386	V5-V3	Oral swab	BI	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS024351.SRX019695.SRR041997	Sample 1928.SRS024351.SRX019695.SRR041997			UBERON:oral cavity	UBERON:saliva	UBERON:palatine tonsil	97	urban biome	host-associated habitat		USA	human	700101386	38.98	-77.11	700101386	V5-V3	Oral swab	BI	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS024351.SRX020362.SRR043226	Sample 1928.SRS024351.SRX020362.SRR043226			UBERON:oral cavity	UBERON:saliva	UBERON:palatine tonsil	97	urban biome	host-associated habitat		USA	human	700101386	38.98	-77.11	700101386	V5-V3	Oral swab	BI	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS024351.SRX020367.SRR043236	Sample 1928.SRS024351.SRX020367.SRR043236			UBERON:oral cavity	UBERON:saliva	UBERON:palatine tonsil	97	urban biome	host-associated habitat		USA	human	700101386	38.98	-77.11	700101386	V5-V3	Oral swab	BI	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS024353.SRX019684.SRR041089	Sample 1928.SRS024353.SRX019684.SRR041089			UBERON:oral cavity	UBERON:saliva	UBERON:throat	97	urban biome	host-associated habitat		USA	human	700101388	38.98	-77.11	700101388	V5-V3	Oral swab	BI	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS024353.SRX019695.SRR041683	Sample 1928.SRS024353.SRX019695.SRR041683			UBERON:oral cavity	UBERON:saliva	UBERON:throat	97	urban biome	host-associated habitat		USA	human	700101388	38.98	-77.11	700101388	V5-V3	Oral swab	BI	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS024355.SRX019684.SRR041014	Sample 1928.SRS024355.SRX019684.SRR041014			UBERON:oral cavity	UBERON:supragingival dental plaque	UBERON:tooth	97	urban biome	host-associated habitat		USA	human	700101390	38.98	-77.11	700101390	V5-V3	Oral swab	BI	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS024355.SRX019695.SRR041762	Sample 1928.SRS024355.SRX019695.SRR041762			UBERON:oral cavity	UBERON:supragingival dental plaque	UBERON:tooth	97	urban biome	host-associated habitat		USA	human	700101390	38.98	-77.11	700101390	V5-V3	Oral swab	BI	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS024357.SRX019684.SRR041110	Sample 1928.SRS024357.SRX019684.SRR041110			UBERON:oral cavity	UBERON:subgingival dental plaque	UBERON:tooth	97	urban biome	host-associated habitat		USA	human	700101392	38.98	-77.11	700101392	V5-V3	Oral swab	BI	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS024357.SRX019695.SRR041767	Sample 1928.SRS024357.SRX019695.SRR041767			UBERON:oral cavity	UBERON:subgingival dental plaque	UBERON:tooth	97	urban biome	host-associated habitat		USA	human	700101392	38.98	-77.11	700101392	V5-V3	Oral swab	BI	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS024359.SRX019684.SRR041029	Sample 1928.SRS024359.SRX019684.SRR041029			UBERON:skin	UBERON:sebum	UBERON:external ear	97	urban biome	host-associated habitat		USA	human	700101394	38.98	-77.11	700101394	V5-V3	sebum	BI	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS024359.SRX019695.SRR041735	Sample 1928.SRS024359.SRX019695.SRR041735			UBERON:skin	UBERON:sebum	UBERON:external ear	97	urban biome	host-associated habitat		USA	human	700101394	38.98	-77.11	700101394	V5-V3	sebum	BI	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS024361.SRX019684.SRR041049	Sample 1928.SRS024361.SRX019684.SRR041049			UBERON:skin	UBERON:sebum	UBERON:external ear	97	urban biome	host-associated habitat		USA	human	700101396	38.98	-77.11	700101396	V5-V3	sebum	BI	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS024361.SRX019695.SRR041778	Sample 1928.SRS024361.SRX019695.SRR041778			UBERON:skin	UBERON:sebum	UBERON:external ear	97	urban biome	host-associated habitat		USA	human	700101396	38.98	-77.11	700101396	V5-V3	sebum	BI	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS024363.SRX019684.SRR041021	Sample 1928.SRS024363.SRX019684.SRR041021			UBERON:skin	UBERON:sebum	UBERON:skin of elbow	97	urban biome	host-associated habitat		USA	human	700101398	38.98	-77.11	700101398	V5-V3	sebum	BI	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS024363.SRX019695.SRR041705	Sample 1928.SRS024363.SRX019695.SRR041705			UBERON:skin	UBERON:sebum	UBERON:skin of elbow	97	urban biome	host-associated habitat		USA	human	700101398	38.98	-77.11	700101398	V5-V3	sebum	BI	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS024363.SRX020197.SRR042796	Sample 1928.SRS024363.SRX020197.SRR042796			UBERON:skin	UBERON:sebum	UBERON:skin of elbow	97	urban biome	host-associated habitat		USA	human	700101398	38.98	-77.11	700101398	V5-V3	sebum	BI	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS024363.SRX020214.SRR042928	Sample 1928.SRS024363.SRX020214.SRR042928			UBERON:skin	UBERON:sebum	UBERON:skin of elbow	97	urban biome	host-associated habitat		USA	human	700101398	38.98	-77.11	700101398	V5-V3	sebum	BI	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS024365.SRX019684.SRR041139	Sample 1928.SRS024365.SRX019684.SRR041139			UBERON:skin	UBERON:sebum	UBERON:skin of elbow	97	urban biome	host-associated habitat		USA	human	700101400	38.98	-77.11	700101400	V5-V3	sebum	BI	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS024365.SRX019695.SRR041929	Sample 1928.SRS024365.SRX019695.SRR041929			UBERON:skin	UBERON:sebum	UBERON:skin of elbow	97	urban biome	host-associated habitat		USA	human	700101400	38.98	-77.11	700101400	V5-V3	sebum	BI	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS024365.SRX020197.SRR042796	Sample 1928.SRS024365.SRX020197.SRR042796			UBERON:skin	UBERON:sebum	UBERON:skin of elbow	97	urban biome	host-associated habitat		USA	human	700101400	38.98	-77.11	700101400	V5-V3	sebum	BI	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS024365.SRX020214.SRR043014	Sample 1928.SRS024365.SRX020214.SRR043014			UBERON:skin	UBERON:sebum	UBERON:skin of elbow	97	urban biome	host-associated habitat		USA	human	700101400	38.98	-77.11	700101400	V5-V3	sebum	BI	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS024367.SRX019684.SRR041022	Sample 1928.SRS024367.SRX019684.SRR041022			UBERON:skin	UBERON:sebum	UBERON:skin of nose	97	urban biome	host-associated habitat		USA	human	700101402	38.98	-77.11	700101402	V5-V3	sebum	BI	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS024367.SRX019695.SRR041960	Sample 1928.SRS024367.SRX019695.SRR041960			UBERON:skin	UBERON:sebum	UBERON:skin of nose	97	urban biome	host-associated habitat		USA	human	700101402	38.98	-77.11	700101402	V5-V3	sebum	BI	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS024388.SRX019683.SRR041171	Sample 1928.SRS024388.SRX019683.SRR041171			Colon	UBERON:feces	Colon	97	urban biome	host-associated habitat		USA	human	700101534	38.98	-77.11	700101534	V5-V3	stool	BI	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS024388.SRX019694.SRR041961	Sample 1928.SRS024388.SRX019694.SRR041961			Colon	UBERON:feces	Colon	97	urban biome	host-associated habitat		USA	human	700101534	38.98	-77.11	700101534	V5-V3	stool	BI	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS024388.SRX020358.SRR043286	Sample 1928.SRS024388.SRX020358.SRR043286			Colon	UBERON:feces	Colon	97	urban biome	host-associated habitat		USA	human	700101534	38.98	-77.11	700101534	V5-V3	stool	BI	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS024388.SRX020363.SRR043264	Sample 1928.SRS024388.SRX020363.SRR043264			Colon	UBERON:feces	Colon	97	urban biome	host-associated habitat		USA	human	700101534	38.98	-77.11	700101534	V5-V3	stool	BI	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS024396.SRX019683.SRR041190	Sample 1928.SRS024396.SRX019683.SRR041190			UBERON:oral cavity	UBERON:saliva	UBERON:oral cavity	97	urban biome	host-associated habitat		USA	human	700101542	38.98	-77.11	700101542	V5-V3	Oral swab	BI	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS024396.SRX019694.SRR041914	Sample 1928.SRS024396.SRX019694.SRR041914			UBERON:oral cavity	UBERON:saliva	UBERON:oral cavity	97	urban biome	host-associated habitat		USA	human	700101542	38.98	-77.11	700101542	V5-V3	Oral swab	BI	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS024400.SRX019635.SRR040585	Sample 1928.SRS024400.SRX019635.SRR040585			UBERON:oral cavity	UBERON:saliva	UBERON:tongue	97	urban biome	host-associated habitat		USA	human	700101546	38.98	-77.11	700101546	V5-V3	Oral swab	BI	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS024400.SRX019636.SRR040693	Sample 1928.SRS024400.SRX019636.SRR040693			UBERON:oral cavity	UBERON:saliva	UBERON:tongue	97	urban biome	host-associated habitat		USA	human	700101546	38.98	-77.11	700101546	V5-V3	Oral swab	BI	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS024402.SRX020358.SRR043242	Sample 1928.SRS024402.SRX020358.SRR043242			UBERON:oral cavity	UBERON:saliva	UBERON:hard palate	97	urban biome	host-associated habitat		USA	human	700101548	38.98	-77.11	700101548	V5-V3	Oral swab	BI	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS024402.SRX020363.SRR043230	Sample 1928.SRS024402.SRX020363.SRR043230			UBERON:oral cavity	UBERON:saliva	UBERON:hard palate	97	urban biome	host-associated habitat		USA	human	700101548	38.98	-77.11	700101548	V5-V3	Oral swab	BI	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS024404.SRX019683.SRR041144	Sample 1928.SRS024404.SRX019683.SRR041144			UBERON:oral cavity	UBERON:saliva	UBERON:buccal mucosa	97	urban biome	host-associated habitat		USA	human	700101550	38.98	-77.11	700101550	V5-V3	Oral swab	BI	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS024404.SRX019694.SRR041746	Sample 1928.SRS024404.SRX019694.SRR041746			UBERON:oral cavity	UBERON:saliva	UBERON:buccal mucosa	97	urban biome	host-associated habitat		USA	human	700101550	38.98	-77.11	700101550	V5-V3	Oral swab	BI	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS024406.SRX019683.SRR041092	Sample 1928.SRS024406.SRX019683.SRR041092			UBERON:oral cavity	UBERON:saliva	UBERON:gingiva	97	urban biome	host-associated habitat		USA	human	700101552	38.98	-77.11	700101552	V5-V3	Oral swab	BI	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS024406.SRX019694.SRR041972	Sample 1928.SRS024406.SRX019694.SRR041972			UBERON:oral cavity	UBERON:saliva	UBERON:gingiva	97	urban biome	host-associated habitat		USA	human	700101552	38.98	-77.11	700101552	V5-V3	Oral swab	BI	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS024406.SRX020197.SRR042796	Sample 1928.SRS024406.SRX020197.SRR042796			UBERON:oral cavity	UBERON:saliva	UBERON:gingiva	97	urban biome	host-associated habitat		USA	human	700101552	38.98	-77.11	700101552	V5-V3	Oral swab	BI	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS024406.SRX020209.SRR042849	Sample 1928.SRS024406.SRX020209.SRR042849			UBERON:oral cavity	UBERON:saliva	UBERON:gingiva	97	urban biome	host-associated habitat		USA	human	700101552	38.98	-77.11	700101552	V5-V3	Oral swab	BI	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS024408.SRX019683.SRR041038	Sample 1928.SRS024408.SRX019683.SRR041038			UBERON:oral cavity	UBERON:saliva	UBERON:palatine tonsil	97	urban biome	host-associated habitat		USA	human	700101554	38.98	-77.11	700101554	V5-V3	Oral swab	BI	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS024408.SRX019694.SRR041988	Sample 1928.SRS024408.SRX019694.SRR041988			UBERON:oral cavity	UBERON:saliva	UBERON:palatine tonsil	97	urban biome	host-associated habitat		USA	human	700101554	38.98	-77.11	700101554	V5-V3	Oral swab	BI	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS024408.SRX020197.SRR042796	Sample 1928.SRS024408.SRX020197.SRR042796			UBERON:oral cavity	UBERON:saliva	UBERON:palatine tonsil	97	urban biome	host-associated habitat		USA	human	700101554	38.98	-77.11	700101554	V5-V3	Oral swab	BI	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS024408.SRX020209.SRR042832	Sample 1928.SRS024408.SRX020209.SRR042832			UBERON:oral cavity	UBERON:saliva	UBERON:palatine tonsil	97	urban biome	host-associated habitat		USA	human	700101554	38.98	-77.11	700101554	V5-V3	Oral swab	BI	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS024410.SRX019635.SRR040632	Sample 1928.SRS024410.SRX019635.SRR040632			UBERON:oral cavity	UBERON:saliva	UBERON:throat	97	urban biome	host-associated habitat		USA	human	700101556	38.98	-77.11	700101556	V5-V3	Oral swab	BI	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS024410.SRX019636.SRR040764	Sample 1928.SRS024410.SRX019636.SRR040764			UBERON:oral cavity	UBERON:saliva	UBERON:throat	97	urban biome	host-associated habitat		USA	human	700101556	38.98	-77.11	700101556	V5-V3	Oral swab	BI	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS024412.SRX019683.SRR041071	Sample 1928.SRS024412.SRX019683.SRR041071			UBERON:oral cavity	UBERON:supragingival dental plaque	UBERON:tooth	97	urban biome	host-associated habitat		USA	human	700101558	38.98	-77.11	700101558	V5-V3	Oral swab	BI	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS024412.SRX019694.SRR041848	Sample 1928.SRS024412.SRX019694.SRR041848			UBERON:oral cavity	UBERON:supragingival dental plaque	UBERON:tooth	97	urban biome	host-associated habitat		USA	human	700101558	38.98	-77.11	700101558	V5-V3	Oral swab	BI	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS024414.SRX019683.SRR041107	Sample 1928.SRS024414.SRX019683.SRR041107			UBERON:oral cavity	UBERON:subgingival dental plaque	UBERON:tooth	97	urban biome	host-associated habitat		USA	human	700101560	38.98	-77.11	700101560	V5-V3	Oral swab	BI	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS024414.SRX019694.SRR041950	Sample 1928.SRS024414.SRX019694.SRR041950			UBERON:oral cavity	UBERON:subgingival dental plaque	UBERON:tooth	97	urban biome	host-associated habitat		USA	human	700101560	38.98	-77.11	700101560	V5-V3	Oral swab	BI	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS024416.SRX019635.SRR040681	Sample 1928.SRS024416.SRX019635.SRR040681			UBERON:skin	UBERON:sebum	UBERON:external ear	97	urban biome	host-associated habitat		USA	human	700101562	38.98	-77.11	700101562	V5-V3	sebum	BI	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS024416.SRX019636.SRR040757	Sample 1928.SRS024416.SRX019636.SRR040757			UBERON:skin	UBERON:sebum	UBERON:external ear	97	urban biome	host-associated habitat		USA	human	700101562	38.98	-77.11	700101562	V5-V3	sebum	BI	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS024418.SRX019635.SRR040591	Sample 1928.SRS024418.SRX019635.SRR040591			UBERON:skin	UBERON:sebum	UBERON:external ear	97	urban biome	host-associated habitat		USA	human	700101564	38.98	-77.11	700101564	V5-V3	sebum	BI	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS024418.SRX019636.SRR040785	Sample 1928.SRS024418.SRX019636.SRR040785			UBERON:skin	UBERON:sebum	UBERON:external ear	97	urban biome	host-associated habitat		USA	human	700101564	38.98	-77.11	700101564	V5-V3	sebum	BI	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS024420.SRX019689.SRR041452	Sample 1928.SRS024420.SRX019689.SRR041452			UBERON:skin	UBERON:sebum	UBERON:skin of elbow	97	urban biome	host-associated habitat		USA	human	700101566	38.98	-77.11	700101566	V5-V3	sebum	BI	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS024422.SRX019635.SRR040590	Sample 1928.SRS024422.SRX019635.SRR040590			UBERON:skin	UBERON:sebum	UBERON:skin of elbow	97	urban biome	host-associated habitat		USA	human	700101568	38.98	-77.11	700101568	V5-V3	sebum	BI	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS024422.SRX019636.SRR040609	Sample 1928.SRS024422.SRX019636.SRR040609			UBERON:skin	UBERON:sebum	UBERON:skin of elbow	97	urban biome	host-associated habitat		USA	human	700101568	38.98	-77.11	700101568	V5-V3	sebum	BI	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS024424.SRX019635.SRR040671	Sample 1928.SRS024424.SRX019635.SRR040671			UBERON:skin	UBERON:sebum	UBERON:skin of nose	97	urban biome	host-associated habitat		USA	human	700101570	38.98	-77.11	700101570	V5-V3	sebum	BI	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS024424.SRX019636.SRR040668	Sample 1928.SRS024424.SRX019636.SRR040668			UBERON:skin	UBERON:sebum	UBERON:skin of nose	97	urban biome	host-associated habitat		USA	human	700101570	38.98	-77.11	700101570	V5-V3	sebum	BI	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS024429.SRX019635.SRR040618	Sample 1928.SRS024429.SRX019635.SRR040618			UBERON:vagina	UBERON:mucus	UBERON:vaginal introitus	97	urban biome	host-associated habitat		USA	human	700101575	38.98	-77.11	700101575	V5-V3	mucus	BI	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS024429.SRX019636.SRR040736	Sample 1928.SRS024429.SRX019636.SRR040736			UBERON:vagina	UBERON:mucus	UBERON:vaginal introitus	97	urban biome	host-associated habitat		USA	human	700101575	38.98	-77.11	700101575	V5-V3	mucus	BI	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS024431.SRX019635.SRR040688	Sample 1928.SRS024431.SRX019635.SRR040688			UBERON:vagina	UBERON:mucus	UBERON:central vagina	97	urban biome	host-associated habitat		USA	human	700101577	38.98	-77.11	700101577	V5-V3	mucus	BI	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS024431.SRX019636.SRR040713	Sample 1928.SRS024431.SRX019636.SRR040713			UBERON:vagina	UBERON:mucus	UBERON:central vagina	97	urban biome	host-associated habitat		USA	human	700101577	38.98	-77.11	700101577	V5-V3	mucus	BI	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS024433.SRX019635.SRR040655	Sample 1928.SRS024433.SRX019635.SRR040655			UBERON:vagina	UBERON:mucus	UBERON:posterior fornix of vagina	97	urban biome	host-associated habitat		USA	human	700101579	38.98	-77.11	700101579	V5-V3	mucus	BI	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS024433.SRX019636.SRR040714	Sample 1928.SRS024433.SRX019636.SRR040714			UBERON:vagina	UBERON:mucus	UBERON:posterior fornix of vagina	97	urban biome	host-associated habitat		USA	human	700101579	38.98	-77.11	700101579	V5-V3	mucus	BI	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS024454.SRX019684.SRR041114	Sample 1928.SRS024454.SRX019684.SRR041114			Colon	UBERON:feces	Colon	97	urban biome	host-associated habitat		USA	human	700101600	38.98	-77.11	700101600	V5-V3	stool	BI	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS024454.SRX019695.SRR041673	Sample 1928.SRS024454.SRX019695.SRR041673			Colon	UBERON:feces	Colon	97	urban biome	host-associated habitat		USA	human	700101600	38.98	-77.11	700101600	V5-V3	stool	BI	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS024462.SRX019684.SRR041166	Sample 1928.SRS024462.SRX019684.SRR041166			UBERON:oral cavity	UBERON:saliva	UBERON:oral cavity	97	urban biome	host-associated habitat		USA	human	700101608	38.98	-77.11	700101608	V5-V3	Oral swab	BI	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS024462.SRX019695.SRR041998	Sample 1928.SRS024462.SRX019695.SRR041998			UBERON:oral cavity	UBERON:saliva	UBERON:oral cavity	97	urban biome	host-associated habitat		USA	human	700101608	38.98	-77.11	700101608	V5-V3	Oral swab	BI	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS024466.SRX019684.SRR041189	Sample 1928.SRS024466.SRX019684.SRR041189			UBERON:oral cavity	UBERON:saliva	UBERON:tongue	97	urban biome	host-associated habitat		USA	human	700101612	38.98	-77.11	700101612	V5-V3	Oral swab	BI	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS024466.SRX019695.SRR041781	Sample 1928.SRS024466.SRX019695.SRR041781			UBERON:oral cavity	UBERON:saliva	UBERON:tongue	97	urban biome	host-associated habitat		USA	human	700101612	38.98	-77.11	700101612	V5-V3	Oral swab	BI	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS024468.SRX019684.SRR041008	Sample 1928.SRS024468.SRX019684.SRR041008			UBERON:oral cavity	UBERON:saliva	UBERON:hard palate	97	urban biome	host-associated habitat		USA	human	700101614	38.98	-77.11	700101614	V5-V3	Oral swab	BI	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS024468.SRX019695.SRR041825	Sample 1928.SRS024468.SRX019695.SRR041825			UBERON:oral cavity	UBERON:saliva	UBERON:hard palate	97	urban biome	host-associated habitat		USA	human	700101614	38.98	-77.11	700101614	V5-V3	Oral swab	BI	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS024470.SRX019684.SRR041082	Sample 1928.SRS024470.SRX019684.SRR041082			UBERON:oral cavity	UBERON:saliva	UBERON:buccal mucosa	97	urban biome	host-associated habitat		USA	human	700101616	38.98	-77.11	700101616	V5-V3	Oral swab	BI	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS024470.SRX019695.SRR042003	Sample 1928.SRS024470.SRX019695.SRR042003			UBERON:oral cavity	UBERON:saliva	UBERON:buccal mucosa	97	urban biome	host-associated habitat		USA	human	700101616	38.98	-77.11	700101616	V5-V3	Oral swab	BI	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS024472.SRX019684.SRR041194	Sample 1928.SRS024472.SRX019684.SRR041194			UBERON:oral cavity	UBERON:saliva	UBERON:gingiva	97	urban biome	host-associated habitat		USA	human	700101618	38.98	-77.11	700101618	V5-V3	Oral swab	BI	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS024472.SRX019695.SRR041795	Sample 1928.SRS024472.SRX019695.SRR041795			UBERON:oral cavity	UBERON:saliva	UBERON:gingiva	97	urban biome	host-associated habitat		USA	human	700101618	38.98	-77.11	700101618	V5-V3	Oral swab	BI	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS024474.SRX019684.SRR041016	Sample 1928.SRS024474.SRX019684.SRR041016			UBERON:oral cavity	UBERON:saliva	UBERON:palatine tonsil	97	urban biome	host-associated habitat		USA	human	700101620	38.98	-77.11	700101620	V5-V3	Oral swab	BI	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS024474.SRX019695.SRR041708	Sample 1928.SRS024474.SRX019695.SRR041708			UBERON:oral cavity	UBERON:saliva	UBERON:palatine tonsil	97	urban biome	host-associated habitat		USA	human	700101620	38.98	-77.11	700101620	V5-V3	Oral swab	BI	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS024476.SRX019684.SRR041104	Sample 1928.SRS024476.SRX019684.SRR041104			UBERON:oral cavity	UBERON:saliva	UBERON:throat	97	urban biome	host-associated habitat		USA	human	700101622	38.98	-77.11	700101622	V5-V3	Oral swab	BI	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS024476.SRX019695.SRR041682	Sample 1928.SRS024476.SRX019695.SRR041682			UBERON:oral cavity	UBERON:saliva	UBERON:throat	97	urban biome	host-associated habitat		USA	human	700101622	38.98	-77.11	700101622	V5-V3	Oral swab	BI	"Structure, function and diversity of the healthy human microbiome (V35)"
1928.SRS024478.SRX019684.SRR041120	Sample 1928.SRS024478.SRX019684.SRR041120			UBERON:oral cavity	UBERON:supragingival dental plaque	UBERON:tooth	97	urban biome	host-associated habitat		USA	human	700101624	38.98	-77.11	700101624	V5-V3	Oral swab	BI	"Structure, function and diversity of the healthy human microbiome (V35)"
