name	description	sourcemtoverride	samplemtoverride	body_habitat	body_product	body_site	elevation	env_biome	env_feature	env_matter	geo_loc_name	host_subject_id	latitude	longitude	psn	region	sample_type	sequencecenter	title	host_common_name
1927.SRS023219.SRX020675.SRR047780	Sample 1927.SRS023219.SRX020675.SRR047780			UBERON:vagina	UBERON:mucus	UBERON:central vagina	97	urban biome	human-associated habitat		USA	700099350	39	-77	700099350	V1-V3	Vaginal swab	BCM	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS023221.SRX020675.SRR047781	Sample 1927.SRS023221.SRX020675.SRR047781			UBERON:vagina	UBERON:mucus	UBERON:posterior fornix of vagina	97	urban biome	human-associated habitat		USA	700099352	39	-77	700099352	V1-V3	Vaginal swab	BCM	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS023270.SRX022228.SRR058091	Sample 1927.SRS023270.SRX022228.SRR058091			UBERON:skin	UBERON:sebum	UBERON:external ear	97	urban biome	human-associated habitat		USA	700099428	39	-77	700099428	V3-V1	Skin swab	JCVI	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS023274.SRX022228.SRR058091	Sample 1927.SRS023274.SRX022228.SRR058091			UBERON:skin	UBERON:sebum	UBERON:skin of elbow	97	urban biome	human-associated habitat		USA	700099432	39	-77	700099432	V3-V1	Skin swab	JCVI	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS023338.SRX022232.SRR058094	Sample 1927.SRS023338.SRX022232.SRR058094			UBERON:skin	UBERON:sebum	UBERON:anterior nares	97	urban biome	human-associated habitat		USA	700099500	39	-77	700099500	V3-V1	Skin swab	JCVI	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS023399.SRX022228.SRR058091	Sample 1927.SRS023399.SRX022228.SRR058091			UBERON:skin	UBERON:sebum	UBERON:skin of elbow	97	urban biome	human-associated habitat		USA	700099565	39	-77	700099565	V3-V1	Skin swab	JCVI	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS023422.SRX020676.SRR047874	Sample 1927.SRS023422.SRX020676.SRR047874			Colon	UBERON:feces	Colon	97	urban biome	human-associated habitat		USA	700099609	39	-77	700099609	V1-V3	Stool	BCM	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS023422.SRX020683.SRR048341	Sample 1927.SRS023422.SRX020683.SRR048341			Colon	UBERON:feces	Colon	97	urban biome	human-associated habitat		USA	700099609	39	-77	700099609	V1-V3	Stool	BCM	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS023430.SRX020678.SRR048021	Sample 1927.SRS023430.SRX020678.SRR048021			UBERON:oral cavity	UBERON:saliva	UBERON:mouth	97	urban biome	human-associated habitat		USA	700099617	39	-77	700099617	V1-V3	Oral swab	BCM	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS023434.SRX020676.SRR047883	Sample 1927.SRS023434.SRX020676.SRR047883			UBERON:oral cavity	UBERON:saliva	UBERON:tongue	97	urban biome	human-associated habitat		USA	700099621	39	-77	700099621	V1-V3	Oral swab	BCM	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS023436.SRX020678.SRR048020	Sample 1927.SRS023436.SRX020678.SRR048020			UBERON:oral cavity	UBERON:saliva	UBERON:hard palate	97	urban biome	human-associated habitat		USA	700099623	39	-77	700099623	V1-V3	Oral swab	BCM	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS023438.SRX020676.SRR047875	Sample 1927.SRS023438.SRX020676.SRR047875			UBERON:oral cavity	UBERON:saliva	UBERON:buccal mucosa	97	urban biome	human-associated habitat		USA	700099625	39	-77	700099625	V1-V3	Oral swab	BCM	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS023438.SRX020683.SRR048342	Sample 1927.SRS023438.SRX020683.SRR048342			UBERON:oral cavity	UBERON:saliva	UBERON:buccal mucosa	97	urban biome	human-associated habitat		USA	700099625	39	-77	700099625	V1-V3	Oral swab	BCM	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS023440.SRX020676.SRR047877	Sample 1927.SRS023440.SRX020676.SRR047877			UBERON:oral cavity	UBERON:saliva	UBERON:gingiva	97	urban biome	human-associated habitat		USA	700099627	39	-77	700099627	V1-V3	Oral swab	BCM	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS023440.SRX020683.SRR048343	Sample 1927.SRS023440.SRX020683.SRR048343			UBERON:oral cavity	UBERON:saliva	UBERON:gingiva	97	urban biome	human-associated habitat		USA	700099627	39	-77	700099627	V1-V3	Oral swab	BCM	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS023442.SRX020676.SRR047878	Sample 1927.SRS023442.SRX020676.SRR047878			UBERON:oral cavity	UBERON:saliva	UBERON:palatine tonsil	97	urban biome	human-associated habitat		USA	700099629	39	-77	700099629	V1-V3	Oral swab	BCM	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS023442.SRX020683.SRR048344	Sample 1927.SRS023442.SRX020683.SRR048344			UBERON:oral cavity	UBERON:saliva	UBERON:palatine tonsil	97	urban biome	human-associated habitat		USA	700099629	39	-77	700099629	V1-V3	Oral swab	BCM	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS023444.SRX020676.SRR047882	Sample 1927.SRS023444.SRX020676.SRR047882			UBERON:oral cavity	UBERON:mucus	UBERON:throat	97	urban biome	human-associated habitat		USA	700099631	39	-77	700099631	V1-V3	Oral swab	BCM	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS023446.SRX020676.SRR047881	Sample 1927.SRS023446.SRX020676.SRR047881			UBERON:oral cavity	UBERON:supragingival dental plaque	UBERON:tooth	97	urban biome	human-associated habitat		USA	700099633	39	-77	700099633	V1-V3	Oral swab	BCM	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS023448.SRX020676.SRR047880	Sample 1927.SRS023448.SRX020676.SRR047880			UBERON:oral cavity	UBERON:subgingival dental plaque	UBERON:tooth	97	urban biome	human-associated habitat		USA	700099635	39	-77	700099635	V1-V3	Oral swab	BCM	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS023450.SRX020683.SRR048347	Sample 1927.SRS023450.SRX020683.SRR048347			UBERON:skin	UBERON:sebum	UBERON:external ear	97	urban biome	human-associated habitat		USA	700099637	39	-77	700099637	V1-V3	Skin swab	BCM	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS023452.SRX020678.SRR048022	Sample 1927.SRS023452.SRX020678.SRR048022			UBERON:skin	UBERON:sebum	UBERON:external ear	97	urban biome	human-associated habitat		USA	700099639	39	-77	700099639	V1-V3	Skin swab	BCM	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS023454.SRX020683.SRR048346	Sample 1927.SRS023454.SRX020683.SRR048346			UBERON:skin	UBERON:sebum	UBERON:skin of elbow	97	urban biome	human-associated habitat		USA	700099641	39	-77	700099641	V1-V3	Skin swab	BCM	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS023456.SRX020683.SRR048348	Sample 1927.SRS023456.SRX020683.SRR048348			UBERON:skin	UBERON:sebum	UBERON:skin of elbow	97	urban biome	human-associated habitat		USA	700099643	39	-77	700099643	V1-V3	Skin swab	BCM	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS023458.SRX020676.SRR047884	Sample 1927.SRS023458.SRX020676.SRR047884			UBERON:skin	UBERON:sebum	UBERON:anterior nares	97	urban biome	human-associated habitat		USA	700099645	39	-77	700099645	V1-V3	Skin swab	BCM	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS023458.SRX020683.SRR048345	Sample 1927.SRS023458.SRX020683.SRR048345			UBERON:skin	UBERON:sebum	UBERON:anterior nares	97	urban biome	human-associated habitat		USA	700099645	39	-77	700099645	V1-V3	Skin swab	BCM	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS023488.SRX020678.SRR048028	Sample 1927.SRS023488.SRX020678.SRR048028			Colon	UBERON:feces	Colon	97	urban biome	human-associated habitat		USA	700099765	39	-77	700099765	V1-V3	Stool	BCM	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS023496.SRX020677.SRR047947	Sample 1927.SRS023496.SRX020677.SRR047947			UBERON:oral cavity	UBERON:saliva	UBERON:mouth	97	urban biome	human-associated habitat		USA	700099773	39	-77	700099773	V1-V3	Oral swab	BCM	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS023500.SRX020677.SRR047951	Sample 1927.SRS023500.SRX020677.SRR047951			UBERON:oral cavity	UBERON:saliva	UBERON:tongue	97	urban biome	human-associated habitat		USA	700099777	39	-77	700099777	V1-V3	Oral swab	BCM	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS023502.SRX020677.SRR047944	Sample 1927.SRS023502.SRX020677.SRR047944			UBERON:oral cavity	UBERON:saliva	UBERON:hard palate	97	urban biome	human-associated habitat		USA	700099779	39	-77	700099779	V1-V3	Oral swab	BCM	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS023504.SRX020677.SRR047943	Sample 1927.SRS023504.SRX020677.SRR047943			UBERON:oral cavity	UBERON:saliva	UBERON:buccal mucosa	97	urban biome	human-associated habitat		USA	700099781	39	-77	700099781	V1-V3	Oral swab	BCM	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS023506.SRX020677.SRR047945	Sample 1927.SRS023506.SRX020677.SRR047945			UBERON:oral cavity	UBERON:saliva	UBERON:gingiva	97	urban biome	human-associated habitat		USA	700099783	39	-77	700099783	V1-V3	Oral swab	BCM	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS023508.SRX020677.SRR047946	Sample 1927.SRS023508.SRX020677.SRR047946			UBERON:oral cavity	UBERON:saliva	UBERON:palatine tonsil	97	urban biome	human-associated habitat		USA	700099785	39	-77	700099785	V1-V3	Oral swab	BCM	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS023510.SRX020677.SRR047950	Sample 1927.SRS023510.SRX020677.SRR047950			UBERON:oral cavity	UBERON:mucus	UBERON:throat	97	urban biome	human-associated habitat		USA	700099787	39	-77	700099787	V1-V3	Oral swab	BCM	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS023510.SRX020683.SRR048354	Sample 1927.SRS023510.SRX020683.SRR048354			UBERON:oral cavity	UBERON:mucus	UBERON:throat	97	urban biome	human-associated habitat		USA	700099787	39	-77	700099787	V1-V3	Oral swab	BCM	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS023512.SRX020678.SRR048029	Sample 1927.SRS023512.SRX020678.SRR048029			UBERON:oral cavity	UBERON:supragingival dental plaque	UBERON:tooth	97	urban biome	human-associated habitat		USA	700099789	39	-77	700099789	V1-V3	Oral swab	BCM	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS023514.SRX020677.SRR047948	Sample 1927.SRS023514.SRX020677.SRR047948			UBERON:oral cavity	UBERON:subgingival dental plaque	UBERON:tooth	97	urban biome	human-associated habitat		USA	700099791	39	-77	700099791	V1-V3	Oral swab	BCM	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS023516.SRX020677.SRR047953	Sample 1927.SRS023516.SRX020677.SRR047953			UBERON:skin	UBERON:sebum	UBERON:external ear	97	urban biome	human-associated habitat		USA	700099793	39	-77	700099793	V1-V3	Skin swab	BCM	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS023518.SRX020677.SRR047955	Sample 1927.SRS023518.SRX020677.SRR047955			UBERON:skin	UBERON:sebum	UBERON:external ear	97	urban biome	human-associated habitat		USA	700099795	39	-77	700099795	V1-V3	Skin swab	BCM	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS023520.SRX020683.SRR048355	Sample 1927.SRS023520.SRX020683.SRR048355			UBERON:skin	UBERON:sebum	UBERON:skin of elbow	97	urban biome	human-associated habitat		USA	700099797	39	-77	700099797	V1-V3	Skin swab	BCM	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS023522.SRX020677.SRR047954	Sample 1927.SRS023522.SRX020677.SRR047954			UBERON:skin	UBERON:sebum	UBERON:skin of elbow	97	urban biome	human-associated habitat		USA	700099799	39	-77	700099799	V1-V3	Skin swab	BCM	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS023701.SRX022232.SRR058094	Sample 1927.SRS023701.SRX022232.SRR058094			UBERON:skin	UBERON:sebum	UBERON:external ear	97	urban biome	human-associated habitat		USA	700100008	39	-77	700100008	V3-V1	Skin swab	JCVI	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS023815.SRX022232.SRR058094	Sample 1927.SRS023815.SRX022232.SRR058094			UBERON:oral cavity	UBERON:supragingival dental plaque	UBERON:tooth	97	urban biome	human-associated habitat		USA	700100209	39	-77	700100209	V3-V1	Oral swab	JCVI	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS023851.SRX020676.SRR047925	Sample 1927.SRS023851.SRX020676.SRR047925			Colon	UBERON:feces	Colon	97	urban biome	human-associated habitat		USA	700100249	39	-77	700100249	V1-V3	Stool	BCM	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS023859.SRX020677.SRR047931	Sample 1927.SRS023859.SRX020677.SRR047931			UBERON:oral cavity	UBERON:saliva	UBERON:mouth	97	urban biome	human-associated habitat		USA	700100257	39	-77	700100257	V1-V3	Oral swab	BCM	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS023863.SRX020677.SRR047935	Sample 1927.SRS023863.SRX020677.SRR047935			UBERON:oral cavity	UBERON:saliva	UBERON:tongue	97	urban biome	human-associated habitat		USA	700100261	39	-77	700100261	V1-V3	Oral swab	BCM	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS023865.SRX020676.SRR047927	Sample 1927.SRS023865.SRX020676.SRR047927			UBERON:oral cavity	UBERON:saliva	UBERON:hard palate	97	urban biome	human-associated habitat		USA	700100263	39	-77	700100263	V1-V3	Oral swab	BCM	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS023867.SRX020676.SRR047926	Sample 1927.SRS023867.SRX020676.SRR047926			UBERON:oral cavity	UBERON:saliva	UBERON:buccal mucosa	97	urban biome	human-associated habitat		USA	700100265	39	-77	700100265	V1-V3	Oral swab	BCM	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS023869.SRX020676.SRR047928	Sample 1927.SRS023869.SRX020676.SRR047928			UBERON:oral cavity	UBERON:saliva	UBERON:gingiva	97	urban biome	human-associated habitat		USA	700100267	39	-77	700100267	V1-V3	Oral swab	BCM	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS023871.SRX020676.SRR047929	Sample 1927.SRS023871.SRX020676.SRR047929			UBERON:oral cavity	UBERON:saliva	UBERON:palatine tonsil	97	urban biome	human-associated habitat		USA	700100269	39	-77	700100269	V1-V3	Oral swab	BCM	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS023873.SRX020677.SRR047934	Sample 1927.SRS023873.SRX020677.SRR047934			UBERON:oral cavity	UBERON:mucus	UBERON:throat	97	urban biome	human-associated habitat		USA	700100271	39	-77	700100271	V1-V3	Oral swab	BCM	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS023875.SRX020677.SRR047933	Sample 1927.SRS023875.SRX020677.SRR047933			UBERON:oral cavity	UBERON:supragingival dental plaque	UBERON:tooth	97	urban biome	human-associated habitat		USA	700100273	39	-77	700100273	V1-V3	Oral swab	BCM	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS023877.SRX020677.SRR047932	Sample 1927.SRS023877.SRX020677.SRR047932			UBERON:oral cavity	UBERON:subgingival dental plaque	UBERON:tooth	97	urban biome	human-associated habitat		USA	700100275	39	-77	700100275	V1-V3	Oral swab	BCM	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS023879.SRX020677.SRR047937	Sample 1927.SRS023879.SRX020677.SRR047937			UBERON:skin	UBERON:sebum	UBERON:external ear	97	urban biome	human-associated habitat		USA	700100277	39	-77	700100277	V1-V3	Skin swab	BCM	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS023881.SRX020677.SRR047939	Sample 1927.SRS023881.SRX020677.SRR047939			UBERON:skin	UBERON:sebum	UBERON:external ear	97	urban biome	human-associated habitat		USA	700100279	39	-77	700100279	V1-V3	Skin swab	BCM	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS023883.SRX020683.SRR048352	Sample 1927.SRS023883.SRX020683.SRR048352			UBERON:skin	UBERON:sebum	UBERON:skin of elbow	97	urban biome	human-associated habitat		USA	700100281	39	-77	700100281	V1-V3	Skin swab	BCM	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS023885.SRX020683.SRR048353	Sample 1927.SRS023885.SRX020683.SRR048353			UBERON:skin	UBERON:sebum	UBERON:skin of elbow	97	urban biome	human-associated habitat		USA	700100283	39	-77	700100283	V1-V3	Skin swab	BCM	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS023887.SRX020677.SRR047936	Sample 1927.SRS023887.SRX020677.SRR047936			UBERON:skin	UBERON:sebum	UBERON:anterior nares	97	urban biome	human-associated habitat		USA	700100285	39	-77	700100285	V1-V3	Skin swab	BCM	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS023889.SRX020678.SRR048027	Sample 1927.SRS023889.SRX020678.SRR048027			UBERON:vagina	UBERON:mucus	UBERON:vaginal introitus	97	urban biome	human-associated habitat		USA	700100287	39	-77	700100287	V1-V3	Vaginal swab	BCM	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS023891.SRX020677.SRR047940	Sample 1927.SRS023891.SRX020677.SRR047940			UBERON:vagina	UBERON:mucus	UBERON:central vagina	97	urban biome	human-associated habitat		USA	700100289	39	-77	700100289	V1-V3	Vaginal swab	BCM	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS023893.SRX020678.SRR048026	Sample 1927.SRS023893.SRX020678.SRR048026			UBERON:vagina	UBERON:mucus	UBERON:posterior fornix of vagina	97	urban biome	human-associated habitat		USA	700100291	39	-77	700100291	V1-V3	Vaginal swab	BCM	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS024511.SRX020676.SRR047887	Sample 1927.SRS024511.SRX020676.SRR047887			Colon	UBERON:feces	Colon	97	urban biome	human-associated habitat		USA	700101657	39	-77	700101657	V1-V3	Stool	BCM	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS024519.SRX020676.SRR047918	Sample 1927.SRS024519.SRX020676.SRR047918			UBERON:oral cavity	UBERON:saliva	UBERON:mouth	97	urban biome	human-associated habitat		USA	700101665	39	-77	700101665	V1-V3	Oral swab	BCM	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS024523.SRX020677.SRR047941	Sample 1927.SRS024523.SRX020677.SRR047941			UBERON:oral cavity	UBERON:saliva	UBERON:tongue	97	urban biome	human-associated habitat		USA	700101669	39	-77	700101669	V1-V3	Oral swab	BCM	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS024525.SRX020676.SRR047900	Sample 1927.SRS024525.SRX020676.SRR047900			UBERON:oral cavity	UBERON:saliva	UBERON:hard palate	97	urban biome	human-associated habitat		USA	700101671	39	-77	700101671	V1-V3	Oral swab	BCM	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS024525.SRX020683.SRR048361	Sample 1927.SRS024525.SRX020683.SRR048361			UBERON:oral cavity	UBERON:saliva	UBERON:hard palate	97	urban biome	human-associated habitat		USA	700101671	39	-77	700101671	V1-V3	Oral swab	BCM	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS024527.SRX020676.SRR047888	Sample 1927.SRS024527.SRX020676.SRR047888			UBERON:oral cavity	UBERON:saliva	UBERON:buccal mucosa	97	urban biome	human-associated habitat		USA	700101673	39	-77	700101673	V1-V3	Oral swab	BCM	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS024529.SRX020676.SRR047902	Sample 1927.SRS024529.SRX020676.SRR047902			UBERON:oral cavity	UBERON:saliva	UBERON:gingiva	97	urban biome	human-associated habitat		USA	700101675	39	-77	700101675	V1-V3	Oral swab	BCM	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS024531.SRX020676.SRR047907	Sample 1927.SRS024531.SRX020676.SRR047907			UBERON:oral cavity	UBERON:saliva	UBERON:palatine tonsil	97	urban biome	human-associated habitat		USA	700101677	39	-77	700101677	V1-V3	Oral swab	BCM	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS024533.SRX020677.SRR047938	Sample 1927.SRS024533.SRX020677.SRR047938			UBERON:oral cavity	UBERON:mucus	UBERON:throat	97	urban biome	human-associated habitat		USA	700101679	39	-77	700101679	V1-V3	Oral swab	BCM	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS024535.SRX020678.SRR048040	Sample 1927.SRS024535.SRX020678.SRR048040			UBERON:oral cavity	UBERON:supragingival dental plaque	UBERON:tooth	97	urban biome	human-associated habitat		USA	700101681	39	-77	700101681	V1-V3	Oral swab	BCM	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS024537.SRX020676.SRR047920	Sample 1927.SRS024537.SRX020676.SRR047920			UBERON:oral cavity	UBERON:subgingival dental plaque	UBERON:tooth	97	urban biome	human-associated habitat		USA	700101683	39	-77	700101683	V1-V3	Oral swab	BCM	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS024539.SRX020677.SRR047949	Sample 1927.SRS024539.SRX020677.SRR047949			UBERON:skin	UBERON:sebum	UBERON:external ear	97	urban biome	human-associated habitat		USA	700101685	39	-77	700101685	V1-V3	Skin swab	BCM	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS024541.SRX020677.SRR047952	Sample 1927.SRS024541.SRX020677.SRR047952			UBERON:skin	UBERON:sebum	UBERON:external ear	97	urban biome	human-associated habitat		USA	700101687	39	-77	700101687	V1-V3	Skin swab	BCM	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS024543.SRX020678.SRR048041	Sample 1927.SRS024543.SRX020678.SRR048041			UBERON:skin	UBERON:sebum	UBERON:skin of elbow	97	urban biome	human-associated habitat		USA	700101689	39	-77	700101689	V1-V3	Skin swab	BCM	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS024545.SRX020678.SRR048042	Sample 1927.SRS024545.SRX020678.SRR048042			UBERON:skin	UBERON:sebum	UBERON:skin of elbow	97	urban biome	human-associated habitat		USA	700101691	39	-77	700101691	V1-V3	Skin swab	BCM	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS024547.SRX020677.SRR047942	Sample 1927.SRS024547.SRX020677.SRR047942			UBERON:skin	UBERON:sebum	UBERON:anterior nares	97	urban biome	human-associated habitat		USA	700101693	39	-77	700101693	V1-V3	Skin swab	BCM	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS024704.SRX022228.SRR058091	Sample 1927.SRS024704.SRX022228.SRR058091			UBERON:oral cavity	UBERON:mucus	UBERON:throat	97	urban biome	human-associated habitat		USA	700102084	39	-77	700102084	V3-V1	Oral swab	JCVI	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS024721.SRX020678.SRR048030	Sample 1927.SRS024721.SRX020678.SRR048030			UBERON:skin	UBERON:sebum	UBERON:anterior nares	97	urban biome	human-associated habitat		USA	700102104	39	-77	700102104	V1-V3	Skin swab	BCM	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS042093.SRX020531.SRR046046	Sample 1927.SRS042093.SRX020531.SRR046046			UBERON:oral cavity	UBERON:supragingival dental plaque	UBERON:tooth	97	urban biome	human-associated habitat		USA	700038779	39	-77	700038779	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS042093.SRX020544.SRR045911	Sample 1927.SRS042093.SRX020544.SRR045911			UBERON:oral cavity	UBERON:supragingival dental plaque	UBERON:tooth	97	urban biome	human-associated habitat		USA	700038779	39	-77	700038779	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS042102.SRX020677.SRR047963	Sample 1927.SRS042102.SRX020677.SRR047963			UBERON:oral cavity	UBERON:supragingival dental plaque	UBERON:tooth	97	urban biome	human-associated habitat		USA	700102948	39	-77	700102948	V1-V3	Oral swab	BCM	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS042117.SRX022225.SRR058088	Sample 1927.SRS042117.SRX022225.SRR058088			UBERON:skin	UBERON:sebum	UBERON:external ear	97	urban biome	human-associated habitat		USA	700109435	39	-77	700109435	V3-V1	Skin swab	JCVI	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS042121.SRX020531.SRR046059	Sample 1927.SRS042121.SRX020531.SRR046059			UBERON:skin	UBERON:sebum	UBERON:anterior nares	97	urban biome	human-associated habitat		USA	700038948	39	-77	700038948	V1-V3	Skin swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS042121.SRX020544.SRR045927	Sample 1927.SRS042121.SRX020544.SRR045927			UBERON:skin	UBERON:sebum	UBERON:anterior nares	97	urban biome	human-associated habitat		USA	700038948	39	-77	700038948	V1-V3	Skin swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS042197.SRX020677.SRR047975	Sample 1927.SRS042197.SRX020677.SRR047975			UBERON:oral cavity	UBERON:saliva	UBERON:tongue	97	urban biome	human-associated habitat		USA	700102273	39	-77	700102273	V1-V3	Oral swab	BCM	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS042206.SRX020678.SRR048033	Sample 1927.SRS042206.SRX020678.SRR048033			UBERON:oral cavity	UBERON:saliva	UBERON:palatine tonsil	97	urban biome	human-associated habitat		USA	700102281	39	-77	700102281	V1-V3	Oral swab	BCM	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS042248.SRX022225.SRR058088	Sample 1927.SRS042248.SRX022225.SRR058088			UBERON:skin	UBERON:sebum	UBERON:external ear	97	urban biome	human-associated habitat		USA	700110403	39	-77	700110403	V3-V1	Skin swab	JCVI	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS042258.SRX020568.SRR049531	Sample 1927.SRS042258.SRX020568.SRR049531			UBERON:oral cavity	UBERON:saliva	UBERON:mouth	97	urban biome	human-associated habitat		USA	700106522	39	-77	700106522	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS042263.SRX020540.SRR047264	Sample 1927.SRS042263.SRX020540.SRR047264			UBERON:oral cavity	UBERON:saliva	UBERON:palatine tonsil	97	urban biome	human-associated habitat		USA	700103635	39	-77	700103635	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS042274.SRX020575.SRR047602	Sample 1927.SRS042274.SRX020575.SRR047602			UBERON:skin	UBERON:sebum	UBERON:external ear	97	urban biome	human-associated habitat		USA	700038970	39	-77	700038970	V1-V3	Skin swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS042288.SRX020568.SRR046871	Sample 1927.SRS042288.SRX020568.SRR046871			UBERON:oral cavity	UBERON:mucus	UBERON:throat	97	urban biome	human-associated habitat		USA	700106428	39	-77	700106428	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
