name	description	sourcemtoverride	samplemtoverride	body_habitat	body_product	body_site	elevation	env_biome	env_feature	env_matter	geo_loc_name	host_subject_id	latitude	longitude	psn	region	sample_type	sequencecenter	title	host_common_name
1927.SRS015494.SRX020525.SRR044559	Sample 1927.SRS015494.SRX020525.SRR044559			UBERON:skin	UBERON:sebum	UBERON:external ear	97	urban biome	human-associated habitat		USA	700024149	39	-77	700024149	V1-V3	Skin swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS015496.SRX020525.SRR044556	Sample 1927.SRS015496.SRX020525.SRR044556			UBERON:skin	UBERON:sebum	UBERON:external ear	97	urban biome	human-associated habitat		USA	700024151	39	-77	700024151	V1-V3	Skin swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS015500.SRX020547.SRR045761	Sample 1927.SRS015500.SRX020547.SRR045761			UBERON:skin	UBERON:sebum	UBERON:skin of elbow	97	urban biome	human-associated habitat		USA	700024155	39	-77	700024155	V1-V3	Skin swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS015500.SRX020557.SRR046078	Sample 1927.SRS015500.SRX020557.SRR046078			UBERON:skin	UBERON:sebum	UBERON:skin of elbow	97	urban biome	human-associated habitat		USA	700024155	39	-77	700024155	V1-V3	Skin swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS015504.SRX020539.SRR044150	Sample 1927.SRS015504.SRX020539.SRR044150			UBERON:vagina	UBERON:mucus	UBERON:vaginal introitus	97	urban biome	human-associated habitat		USA	700024159	39	-77	700024159	V1-V3	Vaginal swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS015506.SRX020539.SRR044176	Sample 1927.SRS015506.SRX020539.SRR044176			UBERON:vagina	UBERON:mucus	UBERON:central vagina	97	urban biome	human-associated habitat		USA	700024161	39	-77	700024161	V1-V3	Vaginal swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS015508.SRX020539.SRR044172	Sample 1927.SRS015508.SRX020539.SRR044172			UBERON:vagina	UBERON:mucus	UBERON:posterior fornix of vagina	97	urban biome	human-associated habitat		USA	700024163	39	-77	700024163	V1-V3	Vaginal swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS015510.SRX020547.SRR045739	Sample 1927.SRS015510.SRX020547.SRR045739			UBERON:oral cavity	UBERON:saliva	UBERON:mouth	97	urban biome	human-associated habitat		USA	700024165	39	-77	700024165	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS015510.SRX020557.SRR046060	Sample 1927.SRS015510.SRX020557.SRR046060			UBERON:oral cavity	UBERON:saliva	UBERON:mouth	97	urban biome	human-associated habitat		USA	700024165	39	-77	700024165	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS015514.SRX020539.SRR044137	Sample 1927.SRS015514.SRX020539.SRR044137			UBERON:oral cavity	UBERON:saliva	UBERON:tongue	97	urban biome	human-associated habitat		USA	700024169	39	-77	700024169	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS015516.SRX020539.SRR044168	Sample 1927.SRS015516.SRX020539.SRR044168			UBERON:oral cavity	UBERON:saliva	UBERON:hard palate	97	urban biome	human-associated habitat		USA	700024171	39	-77	700024171	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS015518.SRX020539.SRR044146	Sample 1927.SRS015518.SRX020539.SRR044146			Colon	UBERON:feces	Colon	97	urban biome	human-associated habitat		USA	700024173	39	-77	700024173	V1-V3	Stool	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS015520.SRX020539.SRR044191	Sample 1927.SRS015520.SRX020539.SRR044191			UBERON:oral cavity	UBERON:saliva	UBERON:buccal mucosa	97	urban biome	human-associated habitat		USA	700024175	39	-77	700024175	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS015522.SRX020539.SRR044128	Sample 1927.SRS015522.SRX020539.SRR044128			UBERON:oral cavity	UBERON:saliva	UBERON:gingiva	97	urban biome	human-associated habitat		USA	700024177	39	-77	700024177	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS015524.SRX020539.SRR044147	Sample 1927.SRS015524.SRX020539.SRR044147			UBERON:oral cavity	UBERON:saliva	UBERON:palatine tonsil	97	urban biome	human-associated habitat		USA	700024179	39	-77	700024179	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS015526.SRX020539.SRR044187	Sample 1927.SRS015526.SRX020539.SRR044187			UBERON:oral cavity	UBERON:mucus	UBERON:throat	97	urban biome	human-associated habitat		USA	700024181	39	-77	700024181	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS015528.SRX020539.SRR044153	Sample 1927.SRS015528.SRX020539.SRR044153			UBERON:oral cavity	UBERON:supragingival dental plaque	UBERON:tooth	97	urban biome	human-associated habitat		USA	700024183	39	-77	700024183	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS015530.SRX020547.SRR045768	Sample 1927.SRS015530.SRX020547.SRR045768			UBERON:oral cavity	UBERON:subgingival dental plaque	UBERON:tooth	97	urban biome	human-associated habitat		USA	700024185	39	-77	700024185	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS015530.SRX020557.SRR046083	Sample 1927.SRS015530.SRX020557.SRR046083			UBERON:oral cavity	UBERON:subgingival dental plaque	UBERON:tooth	97	urban biome	human-associated habitat		USA	700024185	39	-77	700024185	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS015556.SRX020577.SRR044072	Sample 1927.SRS015556.SRX020577.SRR044072			UBERON:oral cavity	UBERON:saliva	UBERON:mouth	97	urban biome	human-associated habitat		USA	700024211	39	-77	700024211	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS015560.SRX020577.SRR044045	Sample 1927.SRS015560.SRX020577.SRR044045			UBERON:oral cavity	UBERON:saliva	UBERON:tongue	97	urban biome	human-associated habitat		USA	700024215	39	-77	700024215	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS015564.SRX020577.SRR044033	Sample 1927.SRS015564.SRX020577.SRR044033			UBERON:oral cavity	UBERON:saliva	UBERON:hard palate	97	urban biome	human-associated habitat		USA	700024219	39	-77	700024219	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS015566.SRX020577.SRR044037	Sample 1927.SRS015566.SRX020577.SRR044037			UBERON:oral cavity	UBERON:saliva	UBERON:buccal mucosa	97	urban biome	human-associated habitat		USA	700024221	39	-77	700024221	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS015568.SRX020577.SRR044023	Sample 1927.SRS015568.SRX020577.SRR044023			UBERON:oral cavity	UBERON:saliva	UBERON:gingiva	97	urban biome	human-associated habitat		USA	700024223	39	-77	700024223	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS015570.SRX020577.SRR044030	Sample 1927.SRS015570.SRX020577.SRR044030			UBERON:oral cavity	UBERON:saliva	UBERON:palatine tonsil	97	urban biome	human-associated habitat		USA	700024225	39	-77	700024225	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS015572.SRX020577.SRR044090	Sample 1927.SRS015572.SRX020577.SRR044090			UBERON:oral cavity	UBERON:mucus	UBERON:throat	97	urban biome	human-associated habitat		USA	700024227	39	-77	700024227	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS015574.SRX020577.SRR044085	Sample 1927.SRS015574.SRX020577.SRR044085			UBERON:oral cavity	UBERON:supragingival dental plaque	UBERON:tooth	97	urban biome	human-associated habitat		USA	700024229	39	-77	700024229	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS015576.SRX020577.SRR043975	Sample 1927.SRS015576.SRX020577.SRR043975			UBERON:oral cavity	UBERON:subgingival dental plaque	UBERON:tooth	97	urban biome	human-associated habitat		USA	700024231	39	-77	700024231	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS015578.SRX020577.SRR044021	Sample 1927.SRS015578.SRX020577.SRR044021			Colon	UBERON:feces	Colon	97	urban biome	human-associated habitat		USA	700024233	39	-77	700024233	V1-V3	Stool	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS015599.SRX020539.SRR044148	Sample 1927.SRS015599.SRX020539.SRR044148			Colon	UBERON:feces	Colon	97	urban biome	human-associated habitat		USA	700024254	39	-77	700024254	V1-V3	Stool	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS015601.SRX020525.SRR044527	Sample 1927.SRS015601.SRX020525.SRR044527			UBERON:skin	UBERON:sebum	UBERON:external ear	97	urban biome	human-associated habitat		USA	700024256	39	-77	700024256	V1-V3	Skin swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS015603.SRX020525.SRR044545	Sample 1927.SRS015603.SRX020525.SRR044545			UBERON:skin	UBERON:sebum	UBERON:external ear	97	urban biome	human-associated habitat		USA	700024258	39	-77	700024258	V1-V3	Skin swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS015605.SRX020525.SRR044549	Sample 1927.SRS015605.SRX020525.SRR044549			UBERON:skin	UBERON:sebum	UBERON:skin of elbow	97	urban biome	human-associated habitat		USA	700024260	39	-77	700024260	V1-V3	Skin swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS015607.SRX020525.SRR044514	Sample 1927.SRS015607.SRX020525.SRR044514			UBERON:skin	UBERON:sebum	UBERON:skin of elbow	97	urban biome	human-associated habitat		USA	700024262	39	-77	700024262	V1-V3	Skin swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS015609.SRX020539.SRR044149	Sample 1927.SRS015609.SRX020539.SRR044149			UBERON:skin	UBERON:sebum	UBERON:anterior nares	97	urban biome	human-associated habitat		USA	700024264	39	-77	700024264	V1-V3	Skin swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS015611.SRX020539.SRR044159	Sample 1927.SRS015611.SRX020539.SRR044159			UBERON:vagina	UBERON:mucus	UBERON:vaginal introitus	97	urban biome	human-associated habitat		USA	700024266	39	-77	700024266	V1-V3	Vaginal swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS015613.SRX020539.SRR044127	Sample 1927.SRS015613.SRX020539.SRR044127			UBERON:vagina	UBERON:mucus	UBERON:central vagina	97	urban biome	human-associated habitat		USA	700024268	39	-77	700024268	V1-V3	Vaginal swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS015615.SRX020539.SRR044135	Sample 1927.SRS015615.SRX020539.SRR044135			UBERON:vagina	UBERON:mucus	UBERON:posterior fornix of vagina	97	urban biome	human-associated habitat		USA	700024270	39	-77	700024270	V1-V3	Vaginal swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS015621.SRX020539.SRR049855	Sample 1927.SRS015621.SRX020539.SRR049855			UBERON:oral cavity	UBERON:saliva	UBERON:tongue	97	urban biome	human-associated habitat		USA	700024276	39	-77	700024276	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS015623.SRX020539.SRR049858	Sample 1927.SRS015623.SRX020539.SRR049858			UBERON:oral cavity	UBERON:saliva	UBERON:hard palate	97	urban biome	human-associated habitat		USA	700024278	39	-77	700024278	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS015625.SRX020539.SRR049861	Sample 1927.SRS015625.SRX020539.SRR049861			UBERON:oral cavity	UBERON:saliva	UBERON:buccal mucosa	97	urban biome	human-associated habitat		USA	700024280	39	-77	700024280	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS015627.SRX020539.SRR044189	Sample 1927.SRS015627.SRX020539.SRR044189			UBERON:oral cavity	UBERON:saliva	UBERON:gingiva	97	urban biome	human-associated habitat		USA	700024282	39	-77	700024282	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS015629.SRX020539.SRR049856	Sample 1927.SRS015629.SRX020539.SRR049856			UBERON:oral cavity	UBERON:saliva	UBERON:palatine tonsil	97	urban biome	human-associated habitat		USA	700024284	39	-77	700024284	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS015631.SRX020539.SRR044164	Sample 1927.SRS015631.SRX020539.SRR044164			UBERON:oral cavity	UBERON:mucus	UBERON:throat	97	urban biome	human-associated habitat		USA	700024286	39	-77	700024286	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS015633.SRX020539.SRR044143	Sample 1927.SRS015633.SRX020539.SRR044143			UBERON:oral cavity	UBERON:supragingival dental plaque	UBERON:tooth	97	urban biome	human-associated habitat		USA	700024288	39	-77	700024288	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS015635.SRX020539.SRR044142	Sample 1927.SRS015635.SRX020539.SRR044142			UBERON:oral cavity	UBERON:subgingival dental plaque	UBERON:tooth	97	urban biome	human-associated habitat		USA	700024290	39	-77	700024290	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS015653.SRX020525.SRR044551	Sample 1927.SRS015653.SRX020525.SRR044551			UBERON:skin	UBERON:sebum	UBERON:external ear	97	urban biome	human-associated habitat		USA	700024308	39	-77	700024308	V1-V3	Skin swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS015655.SRX020525.SRR044533	Sample 1927.SRS015655.SRX020525.SRR044533			UBERON:skin	UBERON:sebum	UBERON:external ear	97	urban biome	human-associated habitat		USA	700024310	39	-77	700024310	V1-V3	Skin swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS015657.SRX020525.SRR044573	Sample 1927.SRS015657.SRX020525.SRR044573			UBERON:skin	UBERON:sebum	UBERON:skin of elbow	97	urban biome	human-associated habitat		USA	700024312	39	-77	700024312	V1-V3	Skin swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS015659.SRX020525.SRR047443	Sample 1927.SRS015659.SRX020525.SRR047443			UBERON:skin	UBERON:sebum	UBERON:skin of elbow	97	urban biome	human-associated habitat		USA	700024314	39	-77	700024314	V1-V3	Skin swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS015661.SRX020539.SRR044141	Sample 1927.SRS015661.SRX020539.SRR044141			UBERON:skin	UBERON:sebum	UBERON:anterior nares	97	urban biome	human-associated habitat		USA	700024316	39	-77	700024316	V1-V3	Skin swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS015663.SRX020539.SRR044161	Sample 1927.SRS015663.SRX020539.SRR044161			Colon	UBERON:feces	Colon	97	urban biome	human-associated habitat		USA	700024318	39	-77	700024318	V1-V3	Stool	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS015665.SRX020539.SRR044165	Sample 1927.SRS015665.SRX020539.SRR044165			UBERON:oral cavity	UBERON:saliva	UBERON:mouth	97	urban biome	human-associated habitat		USA	700024320	39	-77	700024320	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS015669.SRX020539.SRR044126	Sample 1927.SRS015669.SRX020539.SRR044126			UBERON:oral cavity	UBERON:saliva	UBERON:tongue	97	urban biome	human-associated habitat		USA	700024324	39	-77	700024324	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS015671.SRX020539.SRR049877	Sample 1927.SRS015671.SRX020539.SRR049877			UBERON:oral cavity	UBERON:saliva	UBERON:hard palate	97	urban biome	human-associated habitat		USA	700024326	39	-77	700024326	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS015673.SRX020539.SRR044194	Sample 1927.SRS015673.SRX020539.SRR044194			UBERON:oral cavity	UBERON:saliva	UBERON:buccal mucosa	97	urban biome	human-associated habitat		USA	700024328	39	-77	700024328	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS015675.SRX020539.SRR044155	Sample 1927.SRS015675.SRX020539.SRR044155			UBERON:oral cavity	UBERON:saliva	UBERON:gingiva	97	urban biome	human-associated habitat		USA	700024330	39	-77	700024330	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS015677.SRX020539.SRR044173	Sample 1927.SRS015677.SRX020539.SRR044173			UBERON:oral cavity	UBERON:saliva	UBERON:palatine tonsil	97	urban biome	human-associated habitat		USA	700024332	39	-77	700024332	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS015679.SRX020539.SRR044158	Sample 1927.SRS015679.SRX020539.SRR044158			UBERON:oral cavity	UBERON:mucus	UBERON:throat	97	urban biome	human-associated habitat		USA	700024334	39	-77	700024334	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS015681.SRX020539.SRR044193	Sample 1927.SRS015681.SRX020539.SRR044193			UBERON:oral cavity	UBERON:supragingival dental plaque	UBERON:tooth	97	urban biome	human-associated habitat		USA	700024336	39	-77	700024336	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS015683.SRX020539.SRR049878	Sample 1927.SRS015683.SRX020539.SRR049878			UBERON:oral cavity	UBERON:subgingival dental plaque	UBERON:tooth	97	urban biome	human-associated habitat		USA	700024338	39	-77	700024338	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS015704.SRX020539.SRR044180	Sample 1927.SRS015704.SRX020539.SRR044180			UBERON:oral cavity	UBERON:saliva	UBERON:mouth	97	urban biome	human-associated habitat		USA	700024359	39	-77	700024359	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS015708.SRX020539.SRR044152	Sample 1927.SRS015708.SRX020539.SRR044152			UBERON:oral cavity	UBERON:saliva	UBERON:tongue	97	urban biome	human-associated habitat		USA	700024363	39	-77	700024363	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS015710.SRX020539.SRR049859	Sample 1927.SRS015710.SRX020539.SRR049859			UBERON:oral cavity	UBERON:saliva	UBERON:hard palate	97	urban biome	human-associated habitat		USA	700024365	39	-77	700024365	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS015712.SRX020539.SRR044144	Sample 1927.SRS015712.SRX020539.SRR044144			UBERON:oral cavity	UBERON:saliva	UBERON:buccal mucosa	97	urban biome	human-associated habitat		USA	700024367	39	-77	700024367	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS015714.SRX020539.SRR044134	Sample 1927.SRS015714.SRX020539.SRR044134			UBERON:oral cavity	UBERON:saliva	UBERON:gingiva	97	urban biome	human-associated habitat		USA	700024369	39	-77	700024369	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS015716.SRX020539.SRR044140	Sample 1927.SRS015716.SRX020539.SRR044140			UBERON:oral cavity	UBERON:saliva	UBERON:palatine tonsil	97	urban biome	human-associated habitat		USA	700024371	39	-77	700024371	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS015718.SRX020539.SRR044201	Sample 1927.SRS015718.SRX020539.SRR044201			UBERON:oral cavity	UBERON:mucus	UBERON:throat	97	urban biome	human-associated habitat		USA	700024373	39	-77	700024373	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS015720.SRX020539.SRR044198	Sample 1927.SRS015720.SRX020539.SRR044198			UBERON:oral cavity	UBERON:supragingival dental plaque	UBERON:tooth	97	urban biome	human-associated habitat		USA	700024375	39	-77	700024375	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS015722.SRX020539.SRR044130	Sample 1927.SRS015722.SRX020539.SRR044130			UBERON:oral cavity	UBERON:subgingival dental plaque	UBERON:tooth	97	urban biome	human-associated habitat		USA	700024377	39	-77	700024377	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS015724.SRX020539.SRR044132	Sample 1927.SRS015724.SRX020539.SRR044132			Colon	UBERON:feces	Colon	97	urban biome	human-associated habitat		USA	700024379	39	-77	700024379	V1-V3	Stool	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS015736.SRX020539.SRR044174	Sample 1927.SRS015736.SRX020539.SRR044174			UBERON:vagina	UBERON:mucus	UBERON:vaginal introitus	97	urban biome	human-associated habitat		USA	700024391	39	-77	700024391	V1-V3	Vaginal swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS015738.SRX020539.SRR044197	Sample 1927.SRS015738.SRX020539.SRR044197			UBERON:vagina	UBERON:mucus	UBERON:central vagina	97	urban biome	human-associated habitat		USA	700024393	39	-77	700024393	V1-V3	Vaginal swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS015740.SRX020539.SRR044195	Sample 1927.SRS015740.SRX020539.SRR044195			UBERON:vagina	UBERON:mucus	UBERON:posterior fornix of vagina	97	urban biome	human-associated habitat		USA	700024395	39	-77	700024395	V1-V3	Vaginal swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS015758.SRX020539.SRR044162	Sample 1927.SRS015758.SRX020539.SRR044162			UBERON:oral cavity	UBERON:saliva	UBERON:mouth	97	urban biome	human-associated habitat		USA	700024413	39	-77	700024413	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS015762.SRX020539.SRR044131	Sample 1927.SRS015762.SRX020539.SRR044131			UBERON:oral cavity	UBERON:saliva	UBERON:tongue	97	urban biome	human-associated habitat		USA	700024417	39	-77	700024417	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS015764.SRX020539.SRR044160	Sample 1927.SRS015764.SRX020539.SRR044160			UBERON:oral cavity	UBERON:saliva	UBERON:hard palate	97	urban biome	human-associated habitat		USA	700024419	39	-77	700024419	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS015766.SRX020539.SRR044169	Sample 1927.SRS015766.SRX020539.SRR044169			UBERON:oral cavity	UBERON:saliva	UBERON:buccal mucosa	97	urban biome	human-associated habitat		USA	700024421	39	-77	700024421	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS015768.SRX020539.SRR044154	Sample 1927.SRS015768.SRX020539.SRR044154			UBERON:oral cavity	UBERON:saliva	UBERON:gingiva	97	urban biome	human-associated habitat		USA	700024423	39	-77	700024423	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS015772.SRX020539.SRR049862	Sample 1927.SRS015772.SRX020539.SRR049862			UBERON:oral cavity	UBERON:saliva	UBERON:palatine tonsil	97	urban biome	human-associated habitat		USA	700024427	39	-77	700024427	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS015774.SRX020525.SRR044517	Sample 1927.SRS015774.SRX020525.SRR044517			UBERON:skin	UBERON:sebum	UBERON:external ear	97	urban biome	human-associated habitat		USA	700024429	39	-77	700024429	V1-V3	Skin swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS015776.SRX020525.SRR044561	Sample 1927.SRS015776.SRX020525.SRR044561			UBERON:skin	UBERON:sebum	UBERON:skin of elbow	97	urban biome	human-associated habitat		USA	700024431	39	-77	700024431	V1-V3	Skin swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS015778.SRX020525.SRR044532	Sample 1927.SRS015778.SRX020525.SRR044532			UBERON:skin	UBERON:sebum	UBERON:skin of elbow	97	urban biome	human-associated habitat		USA	700024433	39	-77	700024433	V1-V3	Skin swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS015780.SRX020539.SRR044129	Sample 1927.SRS015780.SRX020539.SRR044129			UBERON:skin	UBERON:sebum	UBERON:anterior nares	97	urban biome	human-associated habitat		USA	700024435	39	-77	700024435	V1-V3	Skin swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS015782.SRX020539.SRR044139	Sample 1927.SRS015782.SRX020539.SRR044139			Colon	UBERON:feces	Colon	97	urban biome	human-associated habitat		USA	700024437	39	-77	700024437	V1-V3	Stool	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS015784.SRX020539.SRR044190	Sample 1927.SRS015784.SRX020539.SRR044190			UBERON:oral cavity	UBERON:mucus	UBERON:throat	97	urban biome	human-associated habitat		USA	700024439	39	-77	700024439	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS015786.SRX020539.SRR044133	Sample 1927.SRS015786.SRX020539.SRR044133			UBERON:oral cavity	UBERON:supragingival dental plaque	UBERON:tooth	97	urban biome	human-associated habitat		USA	700024441	39	-77	700024441	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS015788.SRX020539.SRR044182	Sample 1927.SRS015788.SRX020539.SRR044182			UBERON:oral cavity	UBERON:subgingival dental plaque	UBERON:tooth	97	urban biome	human-associated habitat		USA	700024443	39	-77	700024443	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS015805.SRX020562.SRR044710	Sample 1927.SRS015805.SRX020562.SRR044710			UBERON:skin	UBERON:sebum	UBERON:external ear	97	urban biome	human-associated habitat		USA	700024460	39	-77	700024460	V1-V3	Skin swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS015807.SRX020562.SRR044699	Sample 1927.SRS015807.SRX020562.SRR044699			UBERON:skin	UBERON:sebum	UBERON:external ear	97	urban biome	human-associated habitat		USA	700024462	39	-77	700024462	V1-V3	Skin swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS015809.SRX020562.SRR044707	Sample 1927.SRS015809.SRX020562.SRR044707			UBERON:skin	UBERON:sebum	UBERON:skin of elbow	97	urban biome	human-associated habitat		USA	700024464	39	-77	700024464	V1-V3	Skin swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
